,ID,ds,y
41,Кура|голень|ПФО,2023-05-29,178.42
42,Кура|голень|СЗФО,2023-05-29,168.0
43,Кура|голень|СФО,2023-05-29,195.88
44,Кура|голень|Санкт-Петербург,2023-05-29,186.91
45,Кура|голень|УФО,2023-05-29,188.33
46,Кура|голень|ЦФО,2023-05-29,174.15
47,Кура|голень|ЮФО,2023-05-29,159.79
48,Кура|тушка|Москва,2023-05-29,202.08
49,Кура|тушка|ПФО,2023-05-29,168.86
50,Кура|тушка|СЗФО,2023-05-29,141.43
51,Кура|тушка|СФО,2023-05-29,186.97
52,Кура|тушка|Санкт-Петербург,2023-05-29,217.27
53,Кура|тушка|УФО,2023-05-29,154.8
54,Кура|тушка|ЦФО,2023-05-29,176.6
55,Кура|тушка|ЮФО,2023-05-29,171.9
56,Кура|филе бедра|Москва,2023-05-29,277.36
57,Кура|филе бедра|ПФО,2023-05-29,269.66
58,Кура|филе бедра|СЗФО,2023-05-29,307.5
59,Кура|филе бедра|СФО,2023-05-29,250.5
60,Кура|филе бедра|Санкт-Петербург,2023-05-29,310.5
61,Кура|филе бедра|УФО,2023-05-29,277.33
62,Кура|филе бедра|ЦФО,2023-05-29,261.67
63,Кура|филе бедра|ЮФО,2023-05-29,269.83
64,Кура|филе грудки|Москва,2023-05-29,291.42
65,Кура|филе грудки|ПФО,2023-05-29,288.82
66,Кура|филе грудки|СЗФО,2023-05-29,313.75
67,Кура|филе грудки|СФО,2023-05-29,281.6
68,Кура|филе грудки|Санкт-Петербург,2023-05-29,309.44
69,Кура|филе грудки|УФО,2023-05-29,290.2
70,Кура|филе грудки|ЦФО,2023-05-29,265.6
71,Кура|филе грудки|ЮФО,2023-05-29,257.44
72,Свинина|корейка|Москва,2023-05-29,297.28
73,Свинина|корейка|ПФО,2023-05-29,291.75
74,Свинина|корейка|СЗФО,2023-05-29,286.67
75,Свинина|корейка|СФО,2023-05-29,290.71
76,Свинина|корейка|Санкт-Петербург,2023-05-29,278.59
77,Свинина|корейка|УФО,2023-05-29,299.85
78,Свинина|корейка|ЦФО,2023-05-29,255.8
79,Свинина|корейка|ЮФО,2023-05-29,340.0
80,Свинина|лопатка|Москва,2023-05-29,241.87
81,Свинина|лопатка|ПФО,2023-05-29,230.43
82,Свинина|лопатка|СЗФО,2023-05-29,239.69
83,Свинина|лопатка|СФО,2023-05-29,253.34
84,Свинина|лопатка|Санкт-Петербург,2023-05-29,231.09
85,Свинина|лопатка|УФО,2023-05-29,241.67
86,Свинина|лопатка|ЦФО,2023-05-29,220.98
87,Свинина|лопатка|ЮФО,2023-05-29,218.57
88,Свинина|окорок|Москва,2023-05-29,256.35
89,Свинина|окорок|ПФО,2023-05-29,257.34
90,Свинина|окорок|СЗФО,2023-05-29,249.47
91,Свинина|окорок|СФО,2023-05-29,263.44
92,Свинина|окорок|Санкт-Петербург,2023-05-29,252.12
93,Свинина|окорок|УФО,2023-05-29,256.25
94,Свинина|окорок|ЦФО,2023-05-29,230.07
95,Свинина|окорок|ЮФО,2023-05-29,229.17
96,Свинина|полутуши|Москва,2023-05-29,179.06
97,Свинина|полутуши|ПФО,2023-05-29,191.38
98,Свинина|полутуши|СЗФО,2023-05-29,202.9
99,Свинина|полутуши|СФО,2023-05-29,191.55
100,Свинина|полутуши|Санкт-Петербург,2023-05-29,189.65
101,Свинина|полутуши|УФО,2023-05-29,202.5
102,Свинина|полутуши|ЦФО,2023-05-29,175.34
103,Свинина|полутуши|ЮФО,2023-05-29,184.14
104,Свинина|ребро|Москва,2023-05-29,186.54
105,Свинина|ребро|ПФО,2023-05-29,160.0
106,Свинина|ребро|СЗФО,2023-05-29,142.0
107,Свинина|ребро|СФО,2023-05-29,206.23
108,Свинина|ребро|Санкт-Петербург,2023-05-29,177.39
109,Свинина|ребро|УФО,2023-05-29,196.27
110,Свинина|ребро|ЦФО,2023-05-29,160.79
111,Свинина|ребро|ЮФО,2023-05-29,197.78
112,Свинина|шея|Москва,2023-05-29,417.17
113,Свинина|шея|ПФО,2023-05-29,375.17
114,Свинина|шея|СЗФО,2023-05-29,413.22
115,Свинина|шея|СФО,2023-05-29,401.6
116,Свинина|шея|Санкт-Петербург,2023-05-29,416.46
117,Свинина|шея|УФО,2023-05-29,411.92
118,Свинина|шея|ЦФО,2023-05-29,388.0
119,Свинина|шея|ЮФО,2023-05-29,369.17
120,Говядина|вырезка|ВСЕ,2023-05-29,982.14
121,Говядина|грудинка|ВСЕ,2023-05-29,405.0
122,Говядина|лопатка|ВСЕ,2023-05-29,467.33
123,Говядина|полутуши|ВСЕ,2023-05-29,313.89
124,Кура|бедро|ВСЕ,2023-05-29,155.89
125,Кура|голень|ВСЕ,2023-05-29,175.84
126,Кура|тушка|ВСЕ,2023-05-29,165.49
127,Кура|филе бедра|ВСЕ,2023-05-29,274.83
128,Кура|филе грудки|ВСЕ,2023-05-29,278.8
129,Свинина|корейка|ВСЕ,2023-05-29,299.85
130,Свинина|лопатка|ВСЕ,2023-05-29,233.16
131,Свинина|окорок|ВСЕ,2023-05-29,250.83
132,Свинина|полутуши|ВСЕ,2023-05-29,192.62
133,Свинина|ребро|ВСЕ,2023-05-29,196.83
134,Свинина|шея|ВСЕ,2023-05-29,397.67
135,Говядина|вырезка|Москва,2023-06-05,1201.81
136,Говядина|вырезка|ПФО,2023-06-05,1049.78
137,Говядина|вырезка|СЗФО,2023-06-05,1080.0
138,Говядина|вырезка|СФО,2023-06-05,912.12
139,Говядина|вырезка|Санкт-Петербург,2023-06-05,1148.04
140,Говядина|вырезка|УФО,2023-06-05,942.2
141,Говядина|вырезка|ЦФО,2023-06-05,1029.23
142,Говядина|вырезка|ЮФО,2023-06-05,1218.75
143,Говядина|грудинка|Москва,2023-06-05,490.83
144,Говядина|грудинка|ПФО,2023-06-05,417.5
145,Говядина|грудинка|СЗФО,2023-06-05,660.0
146,Говядина|грудинка|СФО,2023-06-05,367.5
147,Говядина|грудинка|Санкт-Петербург,2023-06-05,430.0
148,Говядина|грудинка|УФО,2023-06-05,425.0
149,Говядина|грудинка|ЦФО,2023-06-05,406.0
150,Говядина|грудинка|ЮФО,2023-06-05,385.0
151,Говядина|лопатка|Москва,2023-06-05,452.39
152,Говядина|лопатка|ПФО,2023-06-05,537.5
153,Говядина|лопатка|СЗФО,2023-06-05,425.0
154,Говядина|лопатка|СФО,2023-06-05,520.71
155,Говядина|лопатка|Санкт-Петербург,2023-06-05,435.5
156,Говядина|лопатка|УФО,2023-06-05,480.7
157,Говядина|лопатка|ЦФО,2023-06-05,430.62
158,Говядина|лопатка|ЮФО,2023-06-05,397.5
159,Говядина|полутуши|Москва,2023-06-05,359.31
160,Говядина|полутуши|ПФО,2023-06-05,353.68
161,Говядина|полутуши|СЗФО,2023-06-05,282.5
162,Говядина|полутуши|СФО,2023-06-05,324.58
163,Говядина|полутуши|Санкт-Петербург,2023-06-05,418.33
164,Говядина|полутуши|УФО,2023-06-05,311.41
165,Говядина|полутуши|ЦФО,2023-06-05,326.39
166,Говядина|полутуши|ЮФО,2023-06-05,314.58
167,Кура|бедро|Москва,2023-06-05,184.27
168,Кура|бедро|ПФО,2023-06-05,174.63
169,Кура|бедро|СЗФО,2023-06-05,137.0
170,Кура|бедро|СФО,2023-06-05,176.44
171,Кура|бедро|Санкт-Петербург,2023-06-05,223.48
172,Кура|бедро|УФО,2023-06-05,168.05
173,Кура|бедро|ЦФО,2023-06-05,142.16
174,Кура|бедро|ЮФО,2023-06-05,140.31
175,Кура|голень|Москва,2023-06-05,189.38
176,Кура|голень|ПФО,2023-06-05,178.42
177,Кура|голень|СЗФО,2023-06-05,168.0
178,Кура|голень|СФО,2023-06-05,195.88
179,Кура|голень|Санкт-Петербург,2023-06-05,186.91
180,Кура|голень|УФО,2023-06-05,191.52
181,Кура|голень|ЦФО,2023-06-05,174.15
182,Кура|голень|ЮФО,2023-06-05,155.14
183,Кура|тушка|Москва,2023-06-05,202.08
184,Кура|тушка|ПФО,2023-06-05,168.86
185,Кура|тушка|СЗФО,2023-06-05,141.43
186,Кура|тушка|СФО,2023-06-05,186.97
187,Кура|тушка|Санкт-Петербург,2023-06-05,217.27
188,Кура|тушка|УФО,2023-06-05,154.48
189,Кура|тушка|ЦФО,2023-06-05,176.6
190,Кура|тушка|ЮФО,2023-06-05,172.58
191,Кура|филе бедра|Москва,2023-06-05,277.36
192,Кура|филе бедра|ПФО,2023-06-05,269.66
193,Кура|филе бедра|СЗФО,2023-06-05,307.5
194,Кура|филе бедра|СФО,2023-06-05,250.5
195,Кура|филе бедра|Санкт-Петербург,2023-06-05,310.5
196,Кура|филе бедра|УФО,2023-06-05,279.33
197,Кура|филе бедра|ЦФО,2023-06-05,261.67
198,Кура|филе бедра|ЮФО,2023-06-05,275.65
199,Кура|филе грудки|Москва,2023-06-05,291.42
200,Кура|филе грудки|ПФО,2023-06-05,288.82
201,Кура|филе грудки|СЗФО,2023-06-05,313.75
202,Кура|филе грудки|СФО,2023-06-05,281.6
203,Кура|филе грудки|Санкт-Петербург,2023-06-05,309.44
204,Кура|филе грудки|УФО,2023-06-05,305.81
205,Кура|филе грудки|ЦФО,2023-06-05,265.6
206,Кура|филе грудки|ЮФО,2023-06-05,260.53
207,Свинина|корейка|Москва,2023-06-05,297.28
208,Свинина|корейка|ПФО,2023-06-05,291.75
209,Свинина|корейка|СЗФО,2023-06-05,286.67
210,Свинина|корейка|СФО,2023-06-05,290.71
211,Свинина|корейка|Санкт-Петербург,2023-06-05,278.59
212,Свинина|корейка|УФО,2023-06-05,298.31
213,Свинина|корейка|ЦФО,2023-06-05,255.8
214,Свинина|корейка|ЮФО,2023-06-05,340.0
215,Свинина|лопатка|Москва,2023-06-05,241.87
216,Свинина|лопатка|ПФО,2023-06-05,230.43
217,Свинина|лопатка|СЗФО,2023-06-05,239.69
218,Свинина|лопатка|СФО,2023-06-05,253.34
219,Свинина|лопатка|Санкт-Петербург,2023-06-05,231.09
220,Свинина|лопатка|УФО,2023-06-05,242.83
221,Свинина|лопатка|ЦФО,2023-06-05,220.98
222,Свинина|лопатка|ЮФО,2023-06-05,221.37
223,Свинина|окорок|Москва,2023-06-05,256.35
224,Свинина|окорок|ПФО,2023-06-05,257.34
225,Свинина|окорок|СЗФО,2023-06-05,249.47
226,Свинина|окорок|СФО,2023-06-05,263.44
227,Свинина|окорок|Санкт-Петербург,2023-06-05,252.12
228,Свинина|окорок|УФО,2023-06-05,257.65
229,Свинина|окорок|ЦФО,2023-06-05,230.07
230,Свинина|окорок|ЮФО,2023-06-05,234.08
231,Свинина|полутуши|Москва,2023-06-05,179.06
232,Свинина|полутуши|ПФО,2023-06-05,191.38
233,Свинина|полутуши|СЗФО,2023-06-05,202.9
234,Свинина|полутуши|СФО,2023-06-05,191.55
235,Свинина|полутуши|Санкт-Петербург,2023-06-05,189.65
236,Свинина|полутуши|УФО,2023-06-05,199.69
237,Свинина|полутуши|ЦФО,2023-06-05,175.34
238,Свинина|полутуши|ЮФО,2023-06-05,195.16
239,Свинина|ребро|Москва,2023-06-05,186.54
240,Свинина|ребро|ПФО,2023-06-05,160.0
241,Свинина|ребро|СЗФО,2023-06-05,142.0
242,Свинина|ребро|СФО,2023-06-05,206.23
243,Свинина|ребро|Санкт-Петербург,2023-06-05,177.39
244,Свинина|ребро|УФО,2023-06-05,199.53
245,Свинина|ребро|ЦФО,2023-06-05,160.79
246,Свинина|ребро|ЮФО,2023-06-05,194.51
247,Свинина|шея|Москва,2023-06-05,417.17
248,Свинина|шея|ПФО,2023-06-05,375.17
249,Свинина|шея|СЗФО,2023-06-05,413.22
250,Свинина|шея|СФО,2023-06-05,401.6
251,Свинина|шея|Санкт-Петербург,2023-06-05,416.46
252,Свинина|шея|УФО,2023-06-05,415.46
253,Свинина|шея|ЦФО,2023-06-05,388.0
254,Свинина|шея|ЮФО,2023-06-05,389.08
255,Говядина|вырезка|ВСЕ,2023-06-05,1118.45
256,Говядина|грудинка|ВСЕ,2023-06-05,447.45
257,Говядина|лопатка|ВСЕ,2023-06-05,451.27
258,Говядина|полутуши|ВСЕ,2023-06-05,339.02
259,Кура|бедро|ВСЕ,2023-06-05,183.61
260,Кура|голень|ВСЕ,2023-06-05,188.15
261,Кура|тушка|ВСЕ,2023-06-05,195.61
262,Кура|филе бедра|ВСЕ,2023-06-05,273.97
263,Кура|филе грудки|ВСЕ,2023-06-05,288.72
264,Свинина|корейка|ВСЕ,2023-06-05,284.3
265,Свинина|лопатка|ВСЕ,2023-06-05,236.28
266,Свинина|окорок|ВСЕ,2023-06-05,251.99
267,Свинина|полутуши|ВСЕ,2023-06-05,186.33
268,Свинина|ребро|ВСЕ,2023-06-05,183.23
269,Свинина|шея|ВСЕ,2023-06-05,408.2
270,Говядина|вырезка|Москва,2023-06-12,1212.99
271,Говядина|вырезка|ПФО,2023-06-12,1049.78
272,Говядина|вырезка|СЗФО,2023-06-12,1080.0
273,Говядина|вырезка|СФО,2023-06-12,905.89
274,Говядина|вырезка|Санкт-Петербург,2023-06-12,1116.51
275,Говядина|вырезка|УФО,2023-06-12,938.57
276,Говядина|вырезка|ЦФО,2023-06-12,1045.87
277,Говядина|вырезка|ЮФО,2023-06-12,1237.5
278,Говядина|грудинка|Москва,2023-06-12,490.83
279,Говядина|грудинка|ПФО,2023-06-12,417.5
280,Говядина|грудинка|СЗФО,2023-06-12,660.0
281,Говядина|грудинка|СФО,2023-06-12,367.5
282,Говядина|грудинка|Санкт-Петербург,2023-06-12,430.0
283,Говядина|грудинка|УФО,2023-06-12,425.0
284,Говядина|грудинка|ЦФО,2023-06-12,413.5
285,Говядина|грудинка|ЮФО,2023-06-12,385.0
286,Говядина|лопатка|Москва,2023-06-12,449.24
287,Говядина|лопатка|ПФО,2023-06-12,537.5
288,Говядина|лопатка|СЗФО,2023-06-12,425.0
289,Говядина|лопатка|СФО,2023-06-12,520.71
290,Говядина|лопатка|Санкт-Петербург,2023-06-12,438.11
291,Говядина|лопатка|УФО,2023-06-12,487.5
292,Говядина|лопатка|ЦФО,2023-06-12,445.31
293,Говядина|лопатка|ЮФО,2023-06-12,400.0
294,Говядина|полутуши|Москва,2023-06-12,381.22
295,Говядина|полутуши|ПФО,2023-06-12,353.68
296,Говядина|полутуши|СЗФО,2023-06-12,282.5
297,Говядина|полутуши|СФО,2023-06-12,324.02
298,Говядина|полутуши|Санкт-Петербург,2023-06-12,418.33
299,Говядина|полутуши|УФО,2023-06-12,310.0
300,Говядина|полутуши|ЦФО,2023-06-12,338.19
301,Говядина|полутуши|ЮФО,2023-06-12,306.67
302,Кура|бедро|Москва,2023-06-12,185.24
303,Кура|бедро|ПФО,2023-06-12,174.63
304,Кура|бедро|СЗФО,2023-06-12,137.0
305,Кура|бедро|СФО,2023-06-12,174.52
306,Кура|бедро|Санкт-Петербург,2023-06-12,228.98
307,Кура|бедро|УФО,2023-06-12,169.43
308,Кура|бедро|ЦФО,2023-06-12,147.01
309,Кура|бедро|ЮФО,2023-06-12,134.43
310,Кура|голень|Москва,2023-06-12,188.76
311,Кура|голень|ПФО,2023-06-12,178.42
312,Кура|голень|СЗФО,2023-06-12,168.0
313,Кура|голень|СФО,2023-06-12,195.21
314,Кура|голень|Санкт-Петербург,2023-06-12,192.25
315,Кура|голень|УФО,2023-06-12,194.7
316,Кура|голень|ЦФО,2023-06-12,172.53
317,Кура|голень|ЮФО,2023-06-12,150.5
318,Кура|тушка|Москва,2023-06-12,199.02
319,Кура|тушка|ПФО,2023-06-12,168.86
320,Кура|тушка|СЗФО,2023-06-12,141.43
321,Кура|тушка|СФО,2023-06-12,186.14
322,Кура|тушка|Санкт-Петербург,2023-06-12,221.36
323,Кура|тушка|УФО,2023-06-12,154.15
324,Кура|тушка|ЦФО,2023-06-12,179.16
325,Кура|тушка|ЮФО,2023-06-12,173.25
326,Кура|филе бедра|Москва,2023-06-12,279.97
327,Кура|филе бедра|ПФО,2023-06-12,269.66
328,Кура|филе бедра|СЗФО,2023-06-12,307.5
329,Кура|филе бедра|СФО,2023-06-12,251.5
330,Кура|филе бедра|Санкт-Петербург,2023-06-12,297.33
331,Кура|филе бедра|УФО,2023-06-12,281.33
332,Кура|филе бедра|ЦФО,2023-06-12,271.98
333,Кура|филе бедра|ЮФО,2023-06-12,281.46
334,Кура|филе грудки|Москва,2023-06-12,293.02
335,Кура|филе грудки|ПФО,2023-06-12,288.82
336,Кура|филе грудки|СЗФО,2023-06-12,313.75
337,Кура|филе грудки|СФО,2023-06-12,287.47
338,Кура|филе грудки|Санкт-Петербург,2023-06-12,308.56
339,Кура|филе грудки|УФО,2023-06-12,321.43
340,Кура|филе грудки|ЦФО,2023-06-12,272.8
341,Кура|филе грудки|ЮФО,2023-06-12,263.62
342,Свинина|корейка|Москва,2023-06-12,292.73
343,Свинина|корейка|ПФО,2023-06-12,291.75
344,Свинина|корейка|СЗФО,2023-06-12,286.67
345,Свинина|корейка|СФО,2023-06-12,290.54
346,Свинина|корейка|Санкт-Петербург,2023-06-12,281.07
347,Свинина|корейка|УФО,2023-06-12,296.77
348,Свинина|корейка|ЦФО,2023-06-12,257.47
349,Свинина|корейка|ЮФО,2023-06-12,340.0
350,Свинина|лопатка|Москва,2023-06-12,241.29
351,Свинина|лопатка|ПФО,2023-06-12,230.43
352,Свинина|лопатка|СЗФО,2023-06-12,239.69
353,Свинина|лопатка|СФО,2023-06-12,256.69
354,Свинина|лопатка|Санкт-Петербург,2023-06-12,230.7
355,Свинина|лопатка|УФО,2023-06-12,244.0
356,Свинина|лопатка|ЦФО,2023-06-12,221.27
357,Свинина|лопатка|ЮФО,2023-06-12,224.17
358,Свинина|окорок|Москва,2023-06-12,256.96
359,Свинина|окорок|ПФО,2023-06-12,257.34
360,Свинина|окорок|СЗФО,2023-06-12,249.47
361,Свинина|окорок|СФО,2023-06-12,267.1
362,Свинина|окорок|Санкт-Петербург,2023-06-12,258.72
363,Свинина|окорок|УФО,2023-06-12,259.04
364,Свинина|окорок|ЦФО,2023-06-12,232.62
365,Свинина|окорок|ЮФО,2023-06-12,239.0
366,Свинина|полутуши|Москва,2023-06-12,179.06
367,Свинина|полутуши|ПФО,2023-06-12,191.38
368,Свинина|полутуши|СЗФО,2023-06-12,202.9
369,Свинина|полутуши|СФО,2023-06-12,199.01
370,Свинина|полутуши|Санкт-Петербург,2023-06-12,189.65
371,Свинина|полутуши|УФО,2023-06-12,196.88
372,Свинина|полутуши|ЦФО,2023-06-12,175.01
373,Свинина|полутуши|ЮФО,2023-06-12,206.18
374,Свинина|ребро|Москва,2023-06-12,189.32
375,Свинина|ребро|ПФО,2023-06-12,160.0
376,Свинина|ребро|СЗФО,2023-06-12,142.0
377,Свинина|ребро|СФО,2023-06-12,207.3
378,Свинина|ребро|Санкт-Петербург,2023-06-12,173.16
379,Свинина|ребро|УФО,2023-06-12,202.79
380,Свинина|ребро|ЦФО,2023-06-12,158.42
381,Свинина|ребро|ЮФО,2023-06-12,191.25
382,Свинина|шея|Москва,2023-06-12,416.09
383,Свинина|шея|ПФО,2023-06-12,375.17
384,Свинина|шея|СЗФО,2023-06-12,413.22
385,Свинина|шея|СФО,2023-06-12,395.8
386,Свинина|шея|Санкт-Петербург,2023-06-12,413.09
387,Свинина|шея|УФО,2023-06-12,419.0
388,Свинина|шея|ЦФО,2023-06-12,388.34
389,Свинина|шея|ЮФО,2023-06-12,409.0
390,Говядина|вырезка|ВСЕ,2023-06-12,1143.02
391,Говядина|грудинка|ВСЕ,2023-06-12,463.5
392,Говядина|лопатка|ВСЕ,2023-06-12,452.97
393,Говядина|полутуши|ВСЕ,2023-06-12,345.02
394,Кура|бедро|ВСЕ,2023-06-12,186.2
395,Кура|голень|ВСЕ,2023-06-12,186.42
396,Кура|тушка|ВСЕ,2023-06-12,189.01
397,Кура|филе бедра|ВСЕ,2023-06-12,280.67
398,Кура|филе грудки|ВСЕ,2023-06-12,295.92
399,Свинина|корейка|ВСЕ,2023-06-12,291.05
400,Свинина|лопатка|ВСЕ,2023-06-12,236.13
401,Свинина|окорок|ВСЕ,2023-06-12,257.21
402,Свинина|полутуши|ВСЕ,2023-06-12,193.16
403,Свинина|ребро|ВСЕ,2023-06-12,183.46
404,Свинина|шея|ВСЕ,2023-06-12,412.72
405,Говядина|вырезка|Москва,2023-06-19,1199.29
406,Говядина|вырезка|ПФО,2023-06-19,1062.53
407,Говядина|вырезка|СЗФО,2023-06-19,1080.0
408,Говядина|вырезка|СФО,2023-06-19,899.65
409,Говядина|вырезка|Санкт-Петербург,2023-06-19,1118.44
410,Говядина|вырезка|УФО,2023-06-19,964.84
411,Говядина|вырезка|ЦФО,2023-06-19,1062.5
412,Говядина|вырезка|ЮФО,2023-06-19,1256.25
413,Говядина|грудинка|Москва,2023-06-19,512.0
414,Говядина|грудинка|ПФО,2023-06-19,417.5
415,Говядина|грудинка|СЗФО,2023-06-19,660.0
416,Говядина|грудинка|СФО,2023-06-19,367.5
417,Говядина|грудинка|Санкт-Петербург,2023-06-19,420.0
418,Говядина|грудинка|УФО,2023-06-19,425.0
419,Говядина|грудинка|ЦФО,2023-06-19,421.0
420,Говядина|грудинка|ЮФО,2023-06-19,385.0
421,Говядина|лопатка|Москва,2023-06-19,456.33
422,Говядина|лопатка|ПФО,2023-06-19,537.74
423,Говядина|лопатка|СЗФО,2023-06-19,425.0
424,Говядина|лопатка|СФО,2023-06-19,520.71
425,Говядина|лопатка|Санкт-Петербург,2023-06-19,441.76
426,Говядина|лопатка|УФО,2023-06-19,486.46
427,Говядина|лопатка|ЦФО,2023-06-19,460.0
428,Говядина|лопатка|ЮФО,2023-06-19,400.0
429,Говядина|полутуши|Москва,2023-06-19,372.6
430,Говядина|полутуши|ПФО,2023-06-19,351.01
431,Говядина|полутуши|СЗФО,2023-06-19,282.5
432,Говядина|полутуши|СФО,2023-06-19,323.47
433,Говядина|полутуши|Санкт-Петербург,2023-06-19,381.25
434,Говядина|полутуши|УФО,2023-06-19,311.32
435,Говядина|полутуши|ЦФО,2023-06-19,350.0
436,Говядина|полутуши|ЮФО,2023-06-19,306.67
437,Кура|бедро|Москва,2023-06-19,191.36
438,Кура|бедро|ПФО,2023-06-19,173.86
439,Кура|бедро|СЗФО,2023-06-19,137.0
440,Кура|бедро|СФО,2023-06-19,172.6
441,Кура|бедро|Санкт-Петербург,2023-06-19,234.41
442,Кура|бедро|УФО,2023-06-19,174.71
443,Кура|бедро|ЦФО,2023-06-19,151.86
444,Кура|бедро|ЮФО,2023-06-19,136.46
445,Кура|голень|Москва,2023-06-19,189.75
446,Кура|голень|ПФО,2023-06-19,187.86
447,Кура|голень|СЗФО,2023-06-19,168.0
448,Кура|голень|СФО,2023-06-19,194.54
449,Кура|голень|Санкт-Петербург,2023-06-19,196.8
450,Кура|голень|УФО,2023-06-19,196.65
451,Кура|голень|ЦФО,2023-06-19,170.91
452,Кура|голень|ЮФО,2023-06-19,155.5
453,Кура|тушка|Москва,2023-06-19,195.3
454,Кура|тушка|ПФО,2023-06-19,171.43
455,Кура|тушка|СЗФО,2023-06-19,141.43
456,Кура|тушка|СФО,2023-06-19,185.32
457,Кура|тушка|Санкт-Петербург,2023-06-19,213.0
458,Кура|тушка|УФО,2023-06-19,161.48
459,Кура|тушка|ЦФО,2023-06-19,181.72
460,Кура|тушка|ЮФО,2023-06-19,174.55
461,Кура|филе бедра|Москва,2023-06-19,286.97
462,Кура|филе бедра|ПФО,2023-06-19,273.85
463,Кура|филе бедра|СЗФО,2023-06-19,307.5
464,Кура|филе бедра|СФО,2023-06-19,252.5
465,Кура|филе бедра|Санкт-Петербург,2023-06-19,323.75
466,Кура|филе бедра|УФО,2023-06-19,283.75
467,Кура|филе бедра|ЦФО,2023-06-19,282.29
468,Кура|филе бедра|ЮФО,2023-06-19,287.28
469,Кура|филе грудки|Москва,2023-06-19,293.64
470,Кура|филе грудки|ПФО,2023-06-19,299.41
471,Кура|филе грудки|СЗФО,2023-06-19,313.75
472,Кура|филе грудки|СФО,2023-06-19,293.33
473,Кура|филе грудки|Санкт-Петербург,2023-06-19,310.0
474,Кура|филе грудки|УФО,2023-06-19,325.17
475,Кура|филе грудки|ЦФО,2023-06-19,279.99
476,Кура|филе грудки|ЮФО,2023-06-19,274.4
477,Свинина|корейка|Москва,2023-06-19,294.44
478,Свинина|корейка|ПФО,2023-06-19,293.04
479,Свинина|корейка|СЗФО,2023-06-19,286.67
480,Свинина|корейка|СФО,2023-06-19,290.38
481,Свинина|корейка|Санкт-Петербург,2023-06-19,283.47
482,Свинина|корейка|УФО,2023-06-19,296.72
483,Свинина|корейка|ЦФО,2023-06-19,259.14
484,Свинина|корейка|ЮФО,2023-06-19,331.25
485,Свинина|лопатка|Москва,2023-06-19,244.72
486,Свинина|лопатка|ПФО,2023-06-19,239.89
487,Свинина|лопатка|СЗФО,2023-06-19,239.69
488,Свинина|лопатка|СФО,2023-06-19,260.03
489,Свинина|лопатка|Санкт-Петербург,2023-06-19,236.19
490,Свинина|лопатка|УФО,2023-06-19,251.3
491,Свинина|лопатка|ЦФО,2023-06-19,221.55
492,Свинина|лопатка|ЮФО,2023-06-19,230.3
493,Свинина|окорок|Москва,2023-06-19,260.52
494,Свинина|окорок|ПФО,2023-06-19,264.92
495,Свинина|окорок|СЗФО,2023-06-19,249.47
496,Свинина|окорок|СФО,2023-06-19,270.75
497,Свинина|окорок|Санкт-Петербург,2023-06-19,256.79
498,Свинина|окорок|УФО,2023-06-19,263.46
