,date,price,model,product,product_type,federal_okrug
26,2024-12-30,1711.17,Exponential smoothing,Говядина,вырезка,Москва
27,2025-01-06,1711.9,Exponential smoothing,Говядина,вырезка,Москва
28,2025-01-13,1713.08,Exponential smoothing,Говядина,вырезка,Москва
29,2025-01-20,1710.86,Exponential smoothing,Говядина,вырезка,Москва
30,2024-07-01,1235.47,Exponential smoothing,Говядина,вырезка,ПФО
31,2024-07-08,1239.73,Exponential smoothing,Говядина,вырезка,ПФО
32,2024-07-15,1241.25,Exponential smoothing,Говядина,вырезка,ПФО
33,2024-07-22,1240.77,Exponential smoothing,Говядина,вырезка,ПФО
34,2024-07-29,1231.43,Exponential smoothing,Говядина,вырезка,ПФО
35,2024-08-05,1215.85,Exponential smoothing,Говядина,вырезка,ПФО
36,2024-08-12,1204.23,Exponential smoothing,Говядина,вырезка,ПФО
37,2024-08-19,1195.17,Exponential smoothing,Говядина,вырезка,ПФО
38,2024-08-26,1192.16,Exponential smoothing,Говядина,вырезка,ПФО
39,2024-09-02,1194.69,Exponential smoothing,Говядина,вырезка,ПФО
40,2024-09-09,1194.83,Exponential smoothing,Говядина,вырезка,ПФО
41,2024-09-16,1193.63,Exponential smoothing,Говядина,вырезка,ПФО
42,2024-09-23,1192.95,Exponential smoothing,Говядина,вырезка,ПФО
43,2024-09-30,1192.99,Exponential smoothing,Говядина,вырезка,ПФО
44,2024-10-07,1194.31,Exponential smoothing,Говядина,вырезка,ПФО
45,2024-10-14,1196.58,Exponential smoothing,Говядина,вырезка,ПФО
46,2024-10-21,1202.28,Exponential smoothing,Говядина,вырезка,ПФО
47,2024-10-28,1210.98,Exponential smoothing,Говядина,вырезка,ПФО
48,2024-11-04,1223.25,Exponential smoothing,Говядина,вырезка,ПФО
49,2024-11-11,1238.38,Exponential smoothing,Говядина,вырезка,ПФО
50,2024-11-18,1241.51,Exponential smoothing,Говядина,вырезка,ПФО
51,2024-11-25,1235.28,Exponential smoothing,Говядина,вырезка,ПФО
52,2024-12-02,1225.96,Exponential smoothing,Говядина,вырезка,ПФО
53,2024-12-09,1220.27,Exponential smoothing,Говядина,вырезка,ПФО
54,2024-12-16,1219.92,Exponential smoothing,Говядина,вырезка,ПФО
55,2024-12-23,1223.29,Exponential smoothing,Говядина,вырезка,ПФО
56,2024-12-30,1228.85,Exponential smoothing,Говядина,вырезка,ПФО
57,2025-01-06,1236.05,Exponential smoothing,Говядина,вырезка,ПФО
58,2025-01-13,1242.41,Exponential smoothing,Говядина,вырезка,ПФО
59,2025-01-20,1247.89,Exponential smoothing,Говядина,вырезка,ПФО
60,2024-07-01,1549.22,Exponential smoothing,Говядина,вырезка,СЗФО
61,2024-07-08,1534.37,Exponential smoothing,Говядина,вырезка,СЗФО
62,2024-07-15,1508.73,Exponential smoothing,Говядина,вырезка,СЗФО
63,2024-07-22,1516.12,Exponential smoothing,Говядина,вырезка,СЗФО
64,2024-07-29,1535.65,Exponential smoothing,Говядина,вырезка,СЗФО
65,2024-08-05,1556.85,Exponential smoothing,Говядина,вырезка,СЗФО
66,2024-08-12,1566.39,Exponential smoothing,Говядина,вырезка,СЗФО
67,2024-08-19,1594.63,Exponential smoothing,Говядина,вырезка,СЗФО
68,2024-08-26,1636.68,Exponential smoothing,Говядина,вырезка,СЗФО
69,2024-09-02,1683.86,Exponential smoothing,Говядина,вырезка,СЗФО
70,2024-09-09,1723.02,Exponential smoothing,Говядина,вырезка,СЗФО
71,2024-09-16,1744.61,Exponential smoothing,Говядина,вырезка,СЗФО
72,2024-09-23,1781.06,Exponential smoothing,Говядина,вырезка,СЗФО
73,2024-09-30,1813.22,Exponential smoothing,Говядина,вырезка,СЗФО
74,2024-10-07,1838.61,Exponential smoothing,Говядина,вырезка,СЗФО
75,2024-10-14,1871.57,Exponential smoothing,Говядина,вырезка,СЗФО
76,2024-10-21,1910.73,Exponential smoothing,Говядина,вырезка,СЗФО
77,2024-10-28,1949.31,Exponential smoothing,Говядина,вырезка,СЗФО
78,2024-11-04,1987.54,Exponential smoothing,Говядина,вырезка,СЗФО
79,2024-11-11,2018.09,Exponential smoothing,Говядина,вырезка,СЗФО
80,2024-11-18,2040.93,Exponential smoothing,Говядина,вырезка,СЗФО
81,2024-11-25,2053.27,Exponential smoothing,Говядина,вырезка,СЗФО
82,2024-12-02,2059.46,Exponential smoothing,Говядина,вырезка,СЗФО
83,2024-12-09,2074.26,Exponential smoothing,Говядина,вырезка,СЗФО
84,2024-12-16,2087.32,Exponential smoothing,Говядина,вырезка,СЗФО
85,2024-12-23,2094.2,Exponential smoothing,Говядина,вырезка,СЗФО
86,2024-12-30,2098.83,Exponential smoothing,Говядина,вырезка,СЗФО
87,2025-01-06,2096.77,Exponential smoothing,Говядина,вырезка,СЗФО
88,2025-01-13,2087.26,Exponential smoothing,Говядина,вырезка,СЗФО
89,2025-01-20,2095.38,Exponential smoothing,Говядина,вырезка,СЗФО
90,2024-07-01,1032.13,Exponential smoothing,Говядина,вырезка,СФО
91,2024-07-08,1022.42,Exponential smoothing,Говядина,вырезка,СФО
92,2024-07-15,1006.49,Exponential smoothing,Говядина,вырезка,СФО
93,2024-07-22,993.56,Exponential smoothing,Говядина,вырезка,СФО
94,2024-07-29,982.62,Exponential smoothing,Говядина,вырезка,СФО
95,2024-08-05,964.11,Exponential smoothing,Говядина,вырезка,СФО
96,2024-08-12,942.59,Exponential smoothing,Говядина,вырезка,СФО
97,2024-08-19,927.04,Exponential smoothing,Говядина,вырезка,СФО
98,2024-08-26,915.19,Exponential smoothing,Говядина,вырезка,СФО
99,2024-09-02,908.06,Exponential smoothing,Говядина,вырезка,СФО
100,2024-09-09,904.44,Exponential smoothing,Говядина,вырезка,СФО
101,2024-09-16,903.97,Exponential smoothing,Говядина,вырезка,СФО
102,2024-09-23,878.31,Exponential smoothing,Говядина,вырезка,СФО
103,2024-09-30,866.18,Exponential smoothing,Говядина,вырезка,СФО
104,2024-10-07,864.2,Exponential smoothing,Говядина,вырезка,СФО
105,2024-10-14,865.5,Exponential smoothing,Говядина,вырезка,СФО
106,2024-10-21,869.46,Exponential smoothing,Говядина,вырезка,СФО
107,2024-10-28,871.54,Exponential smoothing,Говядина,вырезка,СФО
108,2024-11-04,872.4,Exponential smoothing,Говядина,вырезка,СФО
109,2024-11-11,873.25,Exponential smoothing,Говядина,вырезка,СФО
110,2024-11-18,874.2,Exponential smoothing,Говядина,вырезка,СФО
111,2024-11-25,874.34,Exponential smoothing,Говядина,вырезка,СФО
112,2024-12-02,874.06,Exponential smoothing,Говядина,вырезка,СФО
113,2024-12-09,870.89,Exponential smoothing,Говядина,вырезка,СФО
114,2024-12-16,849.66,Exponential smoothing,Говядина,вырезка,СФО
115,2024-12-23,835.14,Exponential smoothing,Говядина,вырезка,СФО
116,2024-12-30,825.93,Exponential smoothing,Говядина,вырезка,СФО
117,2025-01-06,820.93,Exponential smoothing,Говядина,вырезка,СФО
118,2025-01-13,819.26,Exponential smoothing,Говядина,вырезка,СФО
119,2025-01-20,819.87,Exponential smoothing,Говядина,вырезка,СФО
120,2024-07-01,1432.1,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
121,2024-07-08,1437.39,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
122,2024-07-15,1437.57,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
123,2024-07-22,1435.14,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
124,2024-07-29,1431.97,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
125,2024-08-05,1423.03,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
126,2024-08-12,1416.42,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
127,2024-08-19,1413.8,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
128,2024-08-26,1411.57,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
129,2024-09-02,1414.51,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
130,2024-09-09,1418.03,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
131,2024-09-16,1416.96,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
132,2024-09-23,1424.92,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
133,2024-09-30,1433.19,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
134,2024-10-07,1440.43,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
135,2024-10-14,1451.87,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
136,2024-10-21,1467.67,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
137,2024-10-28,1472.25,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
138,2024-11-04,1466.52,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
139,2024-11-11,1467.78,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
140,2024-11-18,1467.2,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
141,2024-11-25,1467.52,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
142,2024-12-02,1467.37,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
143,2024-12-09,1473.23,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
144,2024-12-16,1468.66,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
145,2024-12-23,1461.13,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
146,2024-12-30,1453.76,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
147,2025-01-06,1446.52,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
148,2025-01-13,1443.52,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
149,2025-01-20,1446.03,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
150,2024-07-01,1379.8,Exponential smoothing,Говядина,вырезка,УФО
151,2024-07-08,1365.28,Exponential smoothing,Говядина,вырезка,УФО
152,2024-07-15,1365.83,Exponential smoothing,Говядина,вырезка,УФО
153,2024-07-22,1378.05,Exponential smoothing,Говядина,вырезка,УФО
154,2024-07-29,1375.67,Exponential smoothing,Говядина,вырезка,УФО
155,2024-08-05,1362.72,Exponential smoothing,Говядина,вырезка,УФО
156,2024-08-12,1350.46,Exponential smoothing,Говядина,вырезка,УФО
157,2024-08-19,1338.36,Exponential smoothing,Говядина,вырезка,УФО
158,2024-08-26,1331.07,Exponential smoothing,Говядина,вырезка,УФО
159,2024-09-02,1327.07,Exponential smoothing,Говядина,вырезка,УФО
160,2024-09-09,1323.1,Exponential smoothing,Говядина,вырезка,УФО
161,2024-09-16,1319.11,Exponential smoothing,Говядина,вырезка,УФО
162,2024-09-23,1312.89,Exponential smoothing,Говядина,вырезка,УФО
163,2024-09-30,1304.98,Exponential smoothing,Говядина,вырезка,УФО
164,2024-10-07,1303.14,Exponential smoothing,Говядина,вырезка,УФО
165,2024-10-14,1305.57,Exponential smoothing,Говядина,вырезка,УФО
166,2024-10-21,1301.06,Exponential smoothing,Говядина,вырезка,УФО
167,2024-10-28,1291.32,Exponential smoothing,Говядина,вырезка,УФО
168,2024-11-04,1278.44,Exponential smoothing,Говядина,вырезка,УФО
169,2024-11-11,1263.16,Exponential smoothing,Говядина,вырезка,УФО
170,2024-11-18,1254.88,Exponential smoothing,Говядина,вырезка,УФО
171,2024-11-25,1251.96,Exponential smoothing,Говядина,вырезка,УФО
172,2024-12-02,1249.68,Exponential smoothing,Говядина,вырезка,УФО
173,2024-12-09,1254.14,Exponential smoothing,Говядина,вырезка,УФО
174,2024-12-16,1254.54,Exponential smoothing,Говядина,вырезка,УФО
175,2024-12-23,1252.08,Exponential smoothing,Говядина,вырезка,УФО
176,2024-12-30,1257.7,Exponential smoothing,Говядина,вырезка,УФО
177,2025-01-06,1269.54,Exponential smoothing,Говядина,вырезка,УФО
178,2025-01-13,1290.44,Exponential smoothing,Говядина,вырезка,УФО
179,2025-01-20,1318.37,Exponential smoothing,Говядина,вырезка,УФО
180,2024-07-01,1414.31,Exponential smoothing,Говядина,вырезка,ЦФО
181,2024-07-08,1428.11,Exponential smoothing,Говядина,вырезка,ЦФО
182,2024-07-15,1435.09,Exponential smoothing,Говядина,вырезка,ЦФО
183,2024-07-22,1438.05,Exponential smoothing,Говядина,вырезка,ЦФО
184,2024-07-29,1437.8,Exponential smoothing,Говядина,вырезка,ЦФО
185,2024-08-05,1437.76,Exponential smoothing,Говядина,вырезка,ЦФО
186,2024-08-12,1437.71,Exponential smoothing,Говядина,вырезка,ЦФО
187,2024-08-19,1443.37,Exponential smoothing,Говядина,вырезка,ЦФО
188,2024-08-26,1452.51,Exponential smoothing,Говядина,вырезка,ЦФО
189,2024-09-02,1461.15,Exponential smoothing,Говядина,вырезка,ЦФО
190,2024-09-09,1469.6,Exponential smoothing,Говядина,вырезка,ЦФО
191,2024-09-16,1475.71,Exponential smoothing,Говядина,вырезка,ЦФО
192,2024-09-23,1485.3,Exponential smoothing,Говядина,вырезка,ЦФО
193,2024-09-30,1495.75,Exponential smoothing,Говядина,вырезка,ЦФО
194,2024-10-07,1506.8,Exponential smoothing,Говядина,вырезка,ЦФО
195,2024-10-14,1516.63,Exponential smoothing,Говядина,вырезка,ЦФО
196,2024-10-21,1525.45,Exponential smoothing,Говядина,вырезка,ЦФО
197,2024-10-28,1533.36,Exponential smoothing,Говядина,вырезка,ЦФО
198,2024-11-04,1540.54,Exponential smoothing,Говядина,вырезка,ЦФО
199,2024-11-11,1546.36,Exponential smoothing,Говядина,вырезка,ЦФО
200,2024-11-18,1551.06,Exponential smoothing,Говядина,вырезка,ЦФО
201,2024-11-25,1553.99,Exponential smoothing,Говядина,вырезка,ЦФО
202,2024-12-02,1555.52,Exponential smoothing,Говядина,вырезка,ЦФО
203,2024-12-09,1555.88,Exponential smoothing,Говядина,вырезка,ЦФО
204,2024-12-16,1554.55,Exponential smoothing,Говядина,вырезка,ЦФО
205,2024-12-23,1551.73,Exponential smoothing,Говядина,вырезка,ЦФО
206,2024-12-30,1547.79,Exponential smoothing,Говядина,вырезка,ЦФО
207,2025-01-06,1543.09,Exponential smoothing,Говядина,вырезка,ЦФО
208,2025-01-13,1537.78,Exponential smoothing,Говядина,вырезка,ЦФО
209,2025-01-20,1531.28,Exponential smoothing,Говядина,вырезка,ЦФО
210,2024-07-01,1244.44,NeuralProphet,Говядина,вырезка,ЮФО
211,2024-07-08,1394.73,NeuralProphet,Говядина,вырезка,ЮФО
212,2024-07-15,1222.82,NeuralProphet,Говядина,вырезка,ЮФО
213,2024-07-22,1145.98,NeuralProphet,Говядина,вырезка,ЮФО
214,2024-07-29,1294.52,NeuralProphet,Говядина,вырезка,ЮФО
215,2024-08-05,1261.03,NeuralProphet,Говядина,вырезка,ЮФО
216,2024-08-12,1243.66,NeuralProphet,Говядина,вырезка,ЮФО
217,2024-08-19,1241.35,NeuralProphet,Говядина,вырезка,ЮФО
218,2024-08-26,1182.41,NeuralProphet,Говядина,вырезка,ЮФО
219,2024-09-02,1108.66,NeuralProphet,Говядина,вырезка,ЮФО
220,2024-09-09,1102.64,NeuralProphet,Говядина,вырезка,ЮФО
221,2024-09-16,1250.31,NeuralProphet,Говядина,вырезка,ЮФО
222,2024-09-23,1094.89,NeuralProphet,Говядина,вырезка,ЮФО
223,2024-09-30,1025.65,NeuralProphet,Говядина,вырезка,ЮФО
224,2024-10-07,1146.0,NeuralProphet,Говядина,вырезка,ЮФО
225,2024-10-14,1084.34,NeuralProphet,Говядина,вырезка,ЮФО
226,2024-10-21,1034.82,NeuralProphet,Говядина,вырезка,ЮФО
227,2024-10-28,1214.69,NeuralProphet,Говядина,вырезка,ЮФО
228,2024-11-04,1156.99,NeuralProphet,Говядина,вырезка,ЮФО
229,2024-11-11,1127.7,NeuralProphet,Говядина,вырезка,ЮФО
230,2024-11-18,1144.96,NeuralProphet,Говядина,вырезка,ЮФО
231,2024-11-25,1200.52,NeuralProphet,Говядина,вырезка,ЮФО
232,2024-12-02,955.83,NeuralProphet,Говядина,вырезка,ЮФО
233,2024-12-09,1174.47,NeuralProphet,Говядина,вырезка,ЮФО
234,2024-12-16,1152.92,NeuralProphet,Говядина,вырезка,ЮФО
235,2024-12-23,1203.93,NeuralProphet,Говядина,вырезка,ЮФО
236,2024-12-30,1537.01,NeuralProphet,Говядина,вырезка,ЮФО
237,2025-01-06,1224.41,NeuralProphet,Говядина,вырезка,ЮФО
238,2025-01-13,1111.92,NeuralProphet,Говядина,вырезка,ЮФО
239,2025-01-20,1081.09,NeuralProphet,Говядина,вырезка,ЮФО
3630,2024-07-01,462.97,Exponential smoothing,Говядина,грудинка,ВСЕ
3631,2024-07-08,458.79,Exponential smoothing,Говядина,грудинка,ВСЕ
3632,2024-07-15,452.79,Exponential smoothing,Говядина,грудинка,ВСЕ
3633,2024-07-22,453.69,Exponential smoothing,Говядина,грудинка,ВСЕ
3634,2024-07-29,455.11,Exponential smoothing,Говядина,грудинка,ВСЕ
3635,2024-08-05,456.07,Exponential smoothing,Говядина,грудинка,ВСЕ
3636,2024-08-12,455.59,Exponential smoothing,Говядина,грудинка,ВСЕ
3637,2024-08-19,455.05,Exponential smoothing,Говядина,грудинка,ВСЕ
3638,2024-08-26,449.71,Exponential smoothing,Говядина,грудинка,ВСЕ
3639,2024-09-02,447.44,Exponential smoothing,Говядина,грудинка,ВСЕ
3640,2024-09-09,445.93,Exponential smoothing,Говядина,грудинка,ВСЕ
3641,2024-09-16,444.33,Exponential smoothing,Говядина,грудинка,ВСЕ
3642,2024-09-23,451.73,Exponential smoothing,Говядина,грудинка,ВСЕ
3643,2024-09-30,452.44,Exponential smoothing,Говядина,грудинка,ВСЕ
3644,2024-10-07,448.87,Exponential smoothing,Говядина,грудинка,ВСЕ
3645,2024-10-14,454.44,Exponential smoothing,Говядина,грудинка,ВСЕ
3646,2024-10-21,449.16,Exponential smoothing,Говядина,грудинка,ВСЕ
3647,2024-10-28,454.96,Exponential smoothing,Говядина,грудинка,ВСЕ
3648,2024-11-04,456.64,Exponential smoothing,Говядина,грудинка,ВСЕ
3649,2024-11-11,459.73,Exponential smoothing,Говядина,грудинка,ВСЕ
3650,2024-11-18,457.42,Exponential smoothing,Говядина,грудинка,ВСЕ
3651,2024-11-25,455.14,Exponential smoothing,Говядина,грудинка,ВСЕ
3652,2024-12-02,450.08,Exponential smoothing,Говядина,грудинка,ВСЕ
3653,2024-12-09,453.22,Exponential smoothing,Говядина,грудинка,ВСЕ
3654,2024-12-16,444.77,Exponential smoothing,Говядина,грудинка,ВСЕ
3655,2024-12-23,448.35,Exponential smoothing,Говядина,грудинка,ВСЕ
3656,2024-12-30,448.25,Exponential smoothing,Говядина,грудинка,ВСЕ
3657,2025-01-06,445.4,Exponential smoothing,Говядина,грудинка,ВСЕ
3658,2025-01-13,449.37,Exponential smoothing,Говядина,грудинка,ВСЕ
3659,2025-01-20,453.73,Exponential smoothing,Говядина,грудинка,ВСЕ
240,2024-07-01,454.41,Exponential smoothing,Говядина,грудинка,Москва
241,2024-07-08,444.15,Exponential smoothing,Говядина,грудинка,Москва
242,2024-07-15,438.38,Exponential smoothing,Говядина,грудинка,Москва
243,2024-07-22,437.17,Exponential smoothing,Говядина,грудинка,Москва
244,2024-07-29,437.73,Exponential smoothing,Говядина,грудинка,Москва
245,2024-08-05,436.31,Exponential smoothing,Говядина,грудинка,Москва
246,2024-08-12,433.63,Exponential smoothing,Говядина,грудинка,Москва
247,2024-08-19,417.84,Exponential smoothing,Говядина,грудинка,Москва
248,2024-08-26,403.66,Exponential smoothing,Говядина,грудинка,Москва
249,2024-09-02,396.69,Exponential smoothing,Говядина,грудинка,Москва
250,2024-09-09,398.58,Exponential smoothing,Говядина,грудинка,Москва
251,2024-09-16,399.85,Exponential smoothing,Говядина,грудинка,Москва
252,2024-09-23,405.02,Exponential smoothing,Говядина,грудинка,Москва
253,2024-09-30,409.3,Exponential smoothing,Говядина,грудинка,Москва
254,2024-10-07,411.95,Exponential smoothing,Говядина,грудинка,Москва
255,2024-10-14,411.95,Exponential smoothing,Говядина,грудинка,Москва
256,2024-10-21,412.06,Exponential smoothing,Говядина,грудинка,Москва
257,2024-10-28,413.69,Exponential smoothing,Говядина,грудинка,Москва
258,2024-11-04,412.74,Exponential smoothing,Говядина,грудинка,Москва
259,2024-11-11,411.68,Exponential smoothing,Говядина,грудинка,Москва
260,2024-11-18,419.34,Exponential smoothing,Говядина,грудинка,Москва
261,2024-11-25,422.86,Exponential smoothing,Говядина,грудинка,Москва
262,2024-12-02,423.28,Exponential smoothing,Говядина,грудинка,Москва
263,2024-12-09,426.53,Exponential smoothing,Говядина,грудинка,Москва
264,2024-12-16,421.87,Exponential smoothing,Говядина,грудинка,Москва
265,2024-12-23,422.62,Exponential smoothing,Говядина,грудинка,Москва
266,2024-12-30,422.38,Exponential smoothing,Говядина,грудинка,Москва
267,2025-01-06,421.4,Exponential smoothing,Говядина,грудинка,Москва
268,2025-01-13,437.12,Exponential smoothing,Говядина,грудинка,Москва
269,2025-01-20,448.36,Exponential smoothing,Говядина,грудинка,Москва
270,2024-07-01,433.06,Exponential smoothing,Говядина,грудинка,ПФО
271,2024-07-08,440.25,Exponential smoothing,Говядина,грудинка,ПФО
272,2024-07-15,440.07,Exponential smoothing,Говядина,грудинка,ПФО
273,2024-07-22,434.42,Exponential smoothing,Говядина,грудинка,ПФО
274,2024-07-29,428.51,Exponential smoothing,Говядина,грудинка,ПФО
275,2024-08-05,422.48,Exponential smoothing,Говядина,грудинка,ПФО
276,2024-08-12,415.68,Exponential smoothing,Говядина,грудинка,ПФО
277,2024-08-19,408.36,Exponential smoothing,Говядина,грудинка,ПФО
278,2024-08-26,400.69,Exponential smoothing,Говядина,грудинка,ПФО
279,2024-09-02,392.8,Exponential smoothing,Говядина,грудинка,ПФО
280,2024-09-09,384.71,Exponential smoothing,Говядина,грудинка,ПФО
281,2024-09-16,376.48,Exponential smoothing,Говядина,грудинка,ПФО
282,2024-09-23,371.3,Exponential smoothing,Говядина,грудинка,ПФО
283,2024-09-30,368.41,Exponential smoothing,Говядина,грудинка,ПФО
284,2024-10-07,370.95,Exponential smoothing,Говядина,грудинка,ПФО
285,2024-10-14,377.55,Exponential smoothing,Говядина,грудинка,ПФО
286,2024-10-21,382.76,Exponential smoothing,Говядина,грудинка,ПФО
287,2024-10-28,386.95,Exponential smoothing,Говядина,грудинка,ПФО
288,2024-11-04,389.05,Exponential smoothing,Говядина,грудинка,ПФО
289,2024-11-11,389.63,Exponential smoothing,Говядина,грудинка,ПФО
290,2024-11-18,386.09,Exponential smoothing,Говядина,грудинка,ПФО
291,2024-11-25,379.44,Exponential smoothing,Говядина,грудинка,ПФО
292,2024-12-02,372.67,Exponential smoothing,Говядина,грудинка,ПФО
293,2024-12-09,376.77,Exponential smoothing,Говядина,грудинка,ПФО
294,2024-12-16,378.42,Exponential smoothing,Говядина,грудинка,ПФО
295,2024-12-23,378.2,Exponential smoothing,Говядина,грудинка,ПФО
296,2024-12-30,375.31,Exponential smoothing,Говядина,грудинка,ПФО
297,2025-01-06,370.37,Exponential smoothing,Говядина,грудинка,ПФО
298,2025-01-13,366.47,Exponential smoothing,Говядина,грудинка,ПФО
299,2025-01-20,363.33,Exponential smoothing,Говядина,грудинка,ПФО
300,2024-07-01,459.19,Exponential smoothing,Говядина,грудинка,СЗФО
301,2024-07-08,453.91,Exponential smoothing,Говядина,грудинка,СЗФО
302,2024-07-15,442.55,Exponential smoothing,Говядина,грудинка,СЗФО
