,date,price,model,product,product_type,federal_okrug
57,2025-01-06,1297.98,Exponential smoothing,Говядина,вырезка,ПФО
58,2025-01-13,1298.37,Exponential smoothing,Говядина,вырезка,ПФО
59,2025-01-20,1294.8,Exponential smoothing,Говядина,вырезка,ПФО
60,2024-07-01,1295.81,NeuralProphet,Говядина,вырезка,СЗФО
61,2024-07-08,1351.19,NeuralProphet,Говядина,вырезка,СЗФО
62,2024-07-15,1178.22,NeuralProphet,Говядина,вырезка,СЗФО
63,2024-07-22,1279.58,NeuralProphet,Говядина,вырезка,СЗФО
64,2024-07-29,1315.95,NeuralProphet,Говядина,вырезка,СЗФО
65,2024-08-05,1175.99,NeuralProphet,Говядина,вырезка,СЗФО
66,2024-08-12,1061.36,NeuralProphet,Говядина,вырезка,СЗФО
67,2024-08-19,858.1,NeuralProphet,Говядина,вырезка,СЗФО
68,2024-08-26,1064.31,NeuralProphet,Говядина,вырезка,СЗФО
69,2024-09-02,892.52,NeuralProphet,Говядина,вырезка,СЗФО
70,2024-09-09,769.79,NeuralProphet,Говядина,вырезка,СЗФО
71,2024-09-16,1043.2,NeuralProphet,Говядина,вырезка,СЗФО
72,2024-09-23,823.87,NeuralProphet,Говядина,вырезка,СЗФО
73,2024-09-30,702.02,NeuralProphet,Говядина,вырезка,СЗФО
74,2024-10-07,1163.42,NeuralProphet,Говядина,вырезка,СЗФО
75,2024-10-14,902.91,NeuralProphet,Говядина,вырезка,СЗФО
76,2024-10-21,752.55,NeuralProphet,Говядина,вырезка,СЗФО
77,2024-10-28,711.85,NeuralProphet,Говядина,вырезка,СЗФО
78,2024-11-04,674.68,NeuralProphet,Говядина,вырезка,СЗФО
79,2024-11-11,451.31,NeuralProphet,Говядина,вырезка,СЗФО
80,2024-11-18,753.23,NeuralProphet,Говядина,вырезка,СЗФО
81,2024-11-25,685.83,NeuralProphet,Говядина,вырезка,СЗФО
82,2024-12-02,675.72,NeuralProphet,Говядина,вырезка,СЗФО
83,2024-12-09,758.85,NeuralProphet,Говядина,вырезка,СЗФО
84,2024-12-16,578.95,NeuralProphet,Говядина,вырезка,СЗФО
85,2024-12-23,671.29,NeuralProphet,Говядина,вырезка,СЗФО
86,2024-12-30,385.09,NeuralProphet,Говядина,вырезка,СЗФО
87,2025-01-06,858.05,NeuralProphet,Говядина,вырезка,СЗФО
88,2025-01-13,470.7,NeuralProphet,Говядина,вырезка,СЗФО
89,2025-01-20,700.14,NeuralProphet,Говядина,вырезка,СЗФО
90,2024-07-01,1040.75,Exponential smoothing,Говядина,вырезка,СФО
91,2024-07-08,1023.57,Exponential smoothing,Говядина,вырезка,СФО
92,2024-07-15,1003.06,Exponential smoothing,Говядина,вырезка,СФО
93,2024-07-22,988.35,Exponential smoothing,Говядина,вырезка,СФО
94,2024-07-29,978.19,Exponential smoothing,Говядина,вырезка,СФО
95,2024-08-05,964.26,Exponential smoothing,Говядина,вырезка,СФО
96,2024-08-12,950.11,Exponential smoothing,Говядина,вырезка,СФО
97,2024-08-19,942.68,Exponential smoothing,Говядина,вырезка,СФО
98,2024-08-26,941.12,Exponential smoothing,Говядина,вырезка,СФО
99,2024-09-02,941.99,Exponential smoothing,Говядина,вырезка,СФО
100,2024-09-09,944.73,Exponential smoothing,Говядина,вырезка,СФО
101,2024-09-16,946.54,Exponential smoothing,Говядина,вырезка,СФО
102,2024-09-23,941.41,Exponential smoothing,Говядина,вырезка,СФО
103,2024-09-30,928.88,Exponential smoothing,Говядина,вырезка,СФО
104,2024-10-07,925.11,Exponential smoothing,Говядина,вырезка,СФО
105,2024-10-14,927.01,Exponential smoothing,Говядина,вырезка,СФО
106,2024-10-21,933.22,Exponential smoothing,Говядина,вырезка,СФО
107,2024-10-28,937.13,Exponential smoothing,Говядина,вырезка,СФО
108,2024-11-04,937.51,Exponential smoothing,Говядина,вырезка,СФО
109,2024-11-11,944.1,Exponential smoothing,Говядина,вырезка,СФО
110,2024-11-18,953.55,Exponential smoothing,Говядина,вырезка,СФО
111,2024-11-25,962.46,Exponential smoothing,Говядина,вырезка,СФО
112,2024-12-02,970.97,Exponential smoothing,Говядина,вырезка,СФО
113,2024-12-09,976.93,Exponential smoothing,Говядина,вырезка,СФО
114,2024-12-16,973.69,Exponential smoothing,Говядина,вырезка,СФО
115,2024-12-23,961.22,Exponential smoothing,Говядина,вырезка,СФО
116,2024-12-30,957.48,Exponential smoothing,Говядина,вырезка,СФО
117,2025-01-06,960.29,Exponential smoothing,Говядина,вырезка,СФО
118,2025-01-13,968.0,Exponential smoothing,Говядина,вырезка,СФО
119,2025-01-20,978.83,Exponential smoothing,Говядина,вырезка,СФО
120,2024-07-01,1569.55,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
121,2024-07-08,1576.83,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
122,2024-07-15,1577.56,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
123,2024-07-22,1571.74,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
124,2024-07-29,1569.21,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
125,2024-08-05,1562.7,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
126,2024-08-12,1562.4,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
127,2024-08-19,1557.99,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
128,2024-08-26,1554.87,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
129,2024-09-02,1551.87,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
130,2024-09-09,1547.28,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
131,2024-09-16,1549.72,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
132,2024-09-23,1549.83,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
133,2024-09-30,1548.05,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
134,2024-10-07,1559.72,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
135,2024-10-14,1559.53,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
136,2024-10-21,1569.8,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
137,2024-10-28,1569.76,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
138,2024-11-04,1561.78,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
139,2024-11-11,1568.29,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
140,2024-11-18,1563.79,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
141,2024-11-25,1565.86,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
142,2024-12-02,1570.63,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
143,2024-12-09,1579.0,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
144,2024-12-16,1578.4,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
145,2024-12-23,1574.65,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
146,2024-12-30,1568.99,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
147,2025-01-06,1561.89,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
148,2025-01-13,1573.32,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
149,2025-01-20,1582.13,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
150,2024-07-01,1411.16,Exponential smoothing,Говядина,вырезка,УФО
151,2024-07-08,1383.2,Exponential smoothing,Говядина,вырезка,УФО
152,2024-07-15,1369.57,Exponential smoothing,Говядина,вырезка,УФО
153,2024-07-22,1366.98,Exponential smoothing,Говядина,вырезка,УФО
154,2024-07-29,1359.74,Exponential smoothing,Говядина,вырезка,УФО
155,2024-08-05,1349.18,Exponential smoothing,Говядина,вырезка,УФО
156,2024-08-12,1338.25,Exponential smoothing,Говядина,вырезка,УФО
157,2024-08-19,1326.62,Exponential smoothing,Говядина,вырезка,УФО
158,2024-08-26,1317.15,Exponential smoothing,Говядина,вырезка,УФО
159,2024-09-02,1309.65,Exponential smoothing,Говядина,вырезка,УФО
160,2024-09-09,1304.6,Exponential smoothing,Говядина,вырезка,УФО
161,2024-09-16,1301.46,Exponential smoothing,Говядина,вырезка,УФО
162,2024-09-23,1299.15,Exponential smoothing,Говядина,вырезка,УФО
163,2024-09-30,1297.58,Exponential smoothing,Говядина,вырезка,УФО
164,2024-10-07,1294.07,Exponential smoothing,Говядина,вырезка,УФО
165,2024-10-14,1296.46,Exponential smoothing,Говядина,вырезка,УФО
166,2024-10-21,1288.97,Exponential smoothing,Говядина,вырезка,УФО
167,2024-10-28,1281.56,Exponential smoothing,Говядина,вырезка,УФО
168,2024-11-04,1273.23,Exponential smoothing,Говядина,вырезка,УФО
169,2024-11-11,1264.19,Exponential smoothing,Говядина,вырезка,УФО
170,2024-11-18,1256.07,Exponential smoothing,Говядина,вырезка,УФО
171,2024-11-25,1248.71,Exponential smoothing,Говядина,вырезка,УФО
172,2024-12-02,1243.45,Exponential smoothing,Говядина,вырезка,УФО
173,2024-12-09,1240.1,Exponential smoothing,Говядина,вырезка,УФО
174,2024-12-16,1237.47,Exponential smoothing,Говядина,вырезка,УФО
175,2024-12-23,1235.46,Exponential smoothing,Говядина,вырезка,УФО
176,2024-12-30,1235.41,Exponential smoothing,Говядина,вырезка,УФО
177,2025-01-06,1236.88,Exponential smoothing,Говядина,вырезка,УФО
178,2025-01-13,1243.1,Exponential smoothing,Говядина,вырезка,УФО
179,2025-01-20,1252.96,Exponential smoothing,Говядина,вырезка,УФО
180,2024-07-01,1507.68,Exponential smoothing,Говядина,вырезка,ЦФО
181,2024-07-08,1515.42,Exponential smoothing,Говядина,вырезка,ЦФО
182,2024-07-15,1522.42,Exponential smoothing,Говядина,вырезка,ЦФО
183,2024-07-22,1525.43,Exponential smoothing,Говядина,вырезка,ЦФО
184,2024-07-29,1525.18,Exponential smoothing,Говядина,вырезка,ЦФО
185,2024-08-05,1528.5,Exponential smoothing,Говядина,вырезка,ЦФО
186,2024-08-12,1533.43,Exponential smoothing,Говядина,вырезка,ЦФО
187,2024-08-19,1539.01,Exponential smoothing,Говядина,вырезка,ЦФО
188,2024-08-26,1544.78,Exponential smoothing,Говядина,вырезка,ЦФО
189,2024-09-02,1550.01,Exponential smoothing,Говядина,вырезка,ЦФО
190,2024-09-09,1554.67,Exponential smoothing,Говядина,вырезка,ЦФО
191,2024-09-16,1557.85,Exponential smoothing,Говядина,вырезка,ЦФО
192,2024-09-23,1564.09,Exponential smoothing,Говядина,вырезка,ЦФО
193,2024-09-30,1574.56,Exponential smoothing,Говядина,вырезка,ЦФО
194,2024-10-07,1588.09,Exponential smoothing,Говядина,вырезка,ЦФО
195,2024-10-14,1596.46,Exponential smoothing,Говядина,вырезка,ЦФО
196,2024-10-21,1600.95,Exponential smoothing,Говядина,вырезка,ЦФО
197,2024-10-28,1604.71,Exponential smoothing,Говядина,вырезка,ЦФО
198,2024-11-04,1607.87,Exponential smoothing,Говядина,вырезка,ЦФО
199,2024-11-11,1609.19,Exponential smoothing,Говядина,вырезка,ЦФО
200,2024-11-18,1609.1,Exponential smoothing,Говядина,вырезка,ЦФО
201,2024-11-25,1608.61,Exponential smoothing,Говядина,вырезка,ЦФО
202,2024-12-02,1607.8,Exponential smoothing,Говядина,вырезка,ЦФО
203,2024-12-09,1607.88,Exponential smoothing,Говядина,вырезка,ЦФО
204,2024-12-16,1604.57,Exponential smoothing,Говядина,вырезка,ЦФО
205,2024-12-23,1599.01,Exponential smoothing,Говядина,вырезка,ЦФО
206,2024-12-30,1591.73,Exponential smoothing,Говядина,вырезка,ЦФО
207,2025-01-06,1583.15,Exponential smoothing,Говядина,вырезка,ЦФО
208,2025-01-13,1573.58,Exponential smoothing,Говядина,вырезка,ЦФО
209,2025-01-20,1569.92,Exponential smoothing,Говядина,вырезка,ЦФО
210,2024-07-01,1273.66,Exponential smoothing,Говядина,вырезка,ЮФО
211,2024-07-08,1271.81,Exponential smoothing,Говядина,вырезка,ЮФО
212,2024-07-15,1261.22,Exponential smoothing,Говядина,вырезка,ЮФО
213,2024-07-22,1236.24,Exponential smoothing,Говядина,вырезка,ЮФО
214,2024-07-29,1203.93,Exponential smoothing,Говядина,вырезка,ЮФО
215,2024-08-05,1201.27,Exponential smoothing,Говядина,вырезка,ЮФО
216,2024-08-12,1210.25,Exponential smoothing,Говядина,вырезка,ЮФО
217,2024-08-19,1219.55,Exponential smoothing,Говядина,вырезка,ЮФО
218,2024-08-26,1228.13,Exponential smoothing,Говядина,вырезка,ЮФО
219,2024-09-02,1236.58,Exponential smoothing,Говядина,вырезка,ЮФО
220,2024-09-09,1244.89,Exponential smoothing,Говядина,вырезка,ЮФО
221,2024-09-16,1250.49,Exponential smoothing,Говядина,вырезка,ЮФО
222,2024-09-23,1250.48,Exponential smoothing,Говядина,вырезка,ЮФО
223,2024-09-30,1248.82,Exponential smoothing,Говядина,вырезка,ЮФО
224,2024-10-07,1246.08,Exponential smoothing,Говядина,вырезка,ЮФО
225,2024-10-14,1240.88,Exponential smoothing,Говядина,вырезка,ЮФО
226,2024-10-21,1234.95,Exponential smoothing,Говядина,вырезка,ЮФО
227,2024-10-28,1231.72,Exponential smoothing,Говядина,вырезка,ЮФО
228,2024-11-04,1237.43,Exponential smoothing,Говядина,вырезка,ЮФО
229,2024-11-11,1249.08,Exponential smoothing,Говядина,вырезка,ЮФО
230,2024-11-18,1239.76,Exponential smoothing,Говядина,вырезка,ЮФО
231,2024-11-25,1237.58,Exponential smoothing,Говядина,вырезка,ЮФО
232,2024-12-02,1223.42,Exponential smoothing,Говядина,вырезка,ЮФО
233,2024-12-09,1243.76,Exponential smoothing,Говядина,вырезка,ЮФО
234,2024-12-16,1236.04,Exponential smoothing,Говядина,вырезка,ЮФО
235,2024-12-23,1229.98,Exponential smoothing,Говядина,вырезка,ЮФО
236,2024-12-30,1231.19,Exponential smoothing,Говядина,вырезка,ЮФО
237,2025-01-06,1253.76,Exponential smoothing,Говядина,вырезка,ЮФО
238,2025-01-13,1253.76,Exponential smoothing,Говядина,вырезка,ЮФО
239,2025-01-20,1236.25,Exponential smoothing,Говядина,вырезка,ЮФО
3630,2024-07-01,422.95,NeuralProphet,Говядина,грудинка,ВСЕ
3631,2024-07-08,430.88,NeuralProphet,Говядина,грудинка,ВСЕ
3632,2024-07-15,411.84,NeuralProphet,Говядина,грудинка,ВСЕ
3633,2024-07-22,432.11,NeuralProphet,Говядина,грудинка,ВСЕ
3634,2024-07-29,427.7,NeuralProphet,Говядина,грудинка,ВСЕ
3635,2024-08-05,419.4,NeuralProphet,Говядина,грудинка,ВСЕ
3636,2024-08-12,412.84,NeuralProphet,Говядина,грудинка,ВСЕ
3637,2024-08-19,388.56,NeuralProphet,Говядина,грудинка,ВСЕ
3638,2024-08-26,403.44,NeuralProphet,Говядина,грудинка,ВСЕ
3639,2024-09-02,395.01,NeuralProphet,Говядина,грудинка,ВСЕ
3640,2024-09-09,383.42,NeuralProphet,Говядина,грудинка,ВСЕ
3641,2024-09-16,410.13,NeuralProphet,Говядина,грудинка,ВСЕ
3642,2024-09-23,393.57,NeuralProphet,Говядина,грудинка,ВСЕ
3643,2024-09-30,377.48,NeuralProphet,Говядина,грудинка,ВСЕ
3644,2024-10-07,417.37,NeuralProphet,Говядина,грудинка,ВСЕ
3645,2024-10-14,392.91,NeuralProphet,Говядина,грудинка,ВСЕ
3646,2024-10-21,383.46,NeuralProphet,Говядина,грудинка,ВСЕ
3647,2024-10-28,377.89,NeuralProphet,Говядина,грудинка,ВСЕ
3648,2024-11-04,367.17,NeuralProphet,Говядина,грудинка,ВСЕ
3649,2024-11-11,344.98,NeuralProphet,Говядина,грудинка,ВСЕ
3650,2024-11-18,374.54,NeuralProphet,Говядина,грудинка,ВСЕ
3651,2024-11-25,375.18,NeuralProphet,Говядина,грудинка,ВСЕ
3652,2024-12-02,374.5,NeuralProphet,Говядина,грудинка,ВСЕ
3653,2024-12-09,381.98,NeuralProphet,Говядина,грудинка,ВСЕ
3654,2024-12-16,365.83,NeuralProphet,Говядина,грудинка,ВСЕ
3655,2024-12-23,372.7,NeuralProphet,Говядина,грудинка,ВСЕ
3656,2024-12-30,341.49,NeuralProphet,Говядина,грудинка,ВСЕ
3657,2025-01-06,391.36,NeuralProphet,Говядина,грудинка,ВСЕ
3658,2025-01-13,356.14,NeuralProphet,Говядина,грудинка,ВСЕ
3659,2025-01-20,372.45,NeuralProphet,Говядина,грудинка,ВСЕ
240,2024-07-01,457.51,NeuralProphet,Говядина,грудинка,Москва
241,2024-07-08,469.88,NeuralProphet,Говядина,грудинка,Москва
242,2024-07-15,436.74,NeuralProphet,Говядина,грудинка,Москва
243,2024-07-22,470.57,NeuralProphet,Говядина,грудинка,Москва
244,2024-07-29,462.25,NeuralProphet,Говядина,грудинка,Москва
245,2024-08-05,456.92,NeuralProphet,Говядина,грудинка,Москва
246,2024-08-12,460.53,NeuralProphet,Говядина,грудинка,Москва
247,2024-08-19,417.12,NeuralProphet,Говядина,грудинка,Москва
248,2024-08-26,419.06,NeuralProphet,Говядина,грудинка,Москва
249,2024-09-02,409.66,NeuralProphet,Говядина,грудинка,Москва
250,2024-09-09,390.75,NeuralProphet,Говядина,грудинка,Москва
251,2024-09-16,414.26,NeuralProphet,Говядина,грудинка,Москва
252,2024-09-23,412.53,NeuralProphet,Говядина,грудинка,Москва
253,2024-09-30,367.23,NeuralProphet,Говядина,грудинка,Москва
254,2024-10-07,425.94,NeuralProphet,Говядина,грудинка,Москва
255,2024-10-14,398.33,NeuralProphet,Говядина,грудинка,Москва
256,2024-10-21,390.64,NeuralProphet,Говядина,грудинка,Москва
257,2024-10-28,378.85,NeuralProphet,Говядина,грудинка,Москва
258,2024-11-04,353.25,NeuralProphet,Говядина,грудинка,Москва
259,2024-11-11,341.55,NeuralProphet,Говядина,грудинка,Москва
260,2024-11-18,347.64,NeuralProphet,Говядина,грудинка,Москва
261,2024-11-25,387.43,NeuralProphet,Говядина,грудинка,Москва
262,2024-12-02,397.3,NeuralProphet,Говядина,грудинка,Москва
263,2024-12-09,377.22,NeuralProphet,Говядина,грудинка,Москва
264,2024-12-16,387.73,NeuralProphet,Говядина,грудинка,Москва
265,2024-12-23,391.88,NeuralProphet,Говядина,грудинка,Москва
266,2024-12-30,330.19,NeuralProphet,Говядина,грудинка,Москва
267,2025-01-06,430.2,NeuralProphet,Говядина,грудинка,Москва
268,2025-01-13,373.97,NeuralProphet,Говядина,грудинка,Москва
269,2025-01-20,395.09,NeuralProphet,Говядина,грудинка,Москва
270,2024-07-01,391.55,NeuralProphet,Говядина,грудинка,ПФО
271,2024-07-08,403.28,NeuralProphet,Говядина,грудинка,ПФО
272,2024-07-15,391.49,NeuralProphet,Говядина,грудинка,ПФО
273,2024-07-22,413.73,NeuralProphet,Говядина,грудинка,ПФО
274,2024-07-29,409.31,NeuralProphet,Говядина,грудинка,ПФО
275,2024-08-05,395.89,NeuralProphet,Говядина,грудинка,ПФО
276,2024-08-12,379.35,NeuralProphet,Говядина,грудинка,ПФО
277,2024-08-19,336.79,NeuralProphet,Говядина,грудинка,ПФО
278,2024-08-26,376.09,NeuralProphet,Говядина,грудинка,ПФО
279,2024-09-02,343.54,NeuralProphet,Говядина,грудинка,ПФО
280,2024-09-09,326.98,NeuralProphet,Говядина,грудинка,ПФО
281,2024-09-16,359.95,NeuralProphet,Говядина,грудинка,ПФО
282,2024-09-23,314.68,NeuralProphet,Говядина,грудинка,ПФО
283,2024-09-30,305.05,NeuralProphet,Говядина,грудинка,ПФО
284,2024-10-07,364.54,NeuralProphet,Говядина,грудинка,ПФО
285,2024-10-14,330.03,NeuralProphet,Говядина,грудинка,ПФО
286,2024-10-21,310.27,NeuralProphet,Говядина,грудинка,ПФО
287,2024-10-28,317.46,NeuralProphet,Говядина,грудинка,ПФО
288,2024-11-04,312.22,NeuralProphet,Говядина,грудинка,ПФО
289,2024-11-11,277.98,NeuralProphet,Говядина,грудинка,ПФО
290,2024-11-18,335.51,NeuralProphet,Говядина,грудинка,ПФО
291,2024-11-25,327.83,NeuralProphet,Говядина,грудинка,ПФО
292,2024-12-02,318.02,NeuralProphet,Говядина,грудинка,ПФО
293,2024-12-09,339.62,NeuralProphet,Говядина,грудинка,ПФО
294,2024-12-16,307.91,NeuralProphet,Говядина,грудинка,ПФО
295,2024-12-23,325.42,NeuralProphet,Говядина,грудинка,ПФО
296,2024-12-30,280.36,NeuralProphet,Говядина,грудинка,ПФО
297,2025-01-06,345.31,NeuralProphet,Говядина,грудинка,ПФО
298,2025-01-13,295.42,NeuralProphet,Говядина,грудинка,ПФО
299,2025-01-20,324.15,NeuralProphet,Говядина,грудинка,ПФО
300,2024-07-01,459.68,Exponential smoothing,Говядина,грудинка,СЗФО
301,2024-07-08,453.94,Exponential smoothing,Говядина,грудинка,СЗФО
302,2024-07-15,441.36,Exponential smoothing,Говядина,грудинка,СЗФО
303,2024-07-22,423.9,Exponential smoothing,Говядина,грудинка,СЗФО
304,2024-07-29,402.97,Exponential smoothing,Говядина,грудинка,СЗФО
305,2024-08-05,385.26,Exponential smoothing,Говядина,грудинка,СЗФО
