,date,price,model,product,product_type,federal_okrug
17,2024-10-28,1645.11,Exponential smoothing,Говядина,вырезка,Москва
18,2024-11-04,1656.78,Exponential smoothing,Говядина,вырезка,Москва
19,2024-11-11,1671.93,Exponential smoothing,Говядина,вырезка,Москва
20,2024-11-18,1683.04,Exponential smoothing,Говядина,вырезка,Москва
21,2024-11-25,1692.86,Exponential smoothing,Говядина,вырезка,Москва
22,2024-12-02,1699.86,Exponential smoothing,Говядина,вырезка,Москва
23,2024-12-09,1706.43,Exponential smoothing,Говядина,вырезка,Москва
24,2024-12-16,1713.14,Exponential smoothing,Говядина,вырезка,Москва
25,2024-12-23,1710.87,Exponential smoothing,Говядина,вырезка,Москва
26,2024-12-30,1710.31,Exponential smoothing,Говядина,вырезка,Москва
27,2025-01-06,1716.74,Exponential smoothing,Говядина,вырезка,Москва
28,2025-01-13,1716.46,Exponential smoothing,Говядина,вырезка,Москва
29,2025-01-20,1713.15,Exponential smoothing,Говядина,вырезка,Москва
30,2024-07-01,1236.6,Exponential smoothing,Говядина,вырезка,ПФО
31,2024-07-08,1242.96,Exponential smoothing,Говядина,вырезка,ПФО
32,2024-07-15,1247.26,Exponential smoothing,Говядина,вырезка,ПФО
33,2024-07-22,1250.01,Exponential smoothing,Говядина,вырезка,ПФО
34,2024-07-29,1244.61,Exponential smoothing,Говядина,вырезка,ПФО
35,2024-08-05,1232.66,Exponential smoothing,Говядина,вырезка,ПФО
36,2024-08-12,1224.09,Exponential smoothing,Говядина,вырезка,ПФО
37,2024-08-19,1217.19,Exponential smoothing,Говядина,вырезка,ПФО
38,2024-08-26,1215.5,Exponential smoothing,Говядина,вырезка,ПФО
39,2024-09-02,1218.02,Exponential smoothing,Говядина,вырезка,ПФО
40,2024-09-09,1217.78,Exponential smoothing,Говядина,вырезка,ПФО
41,2024-09-16,1223.59,Exponential smoothing,Говядина,вырезка,ПФО
42,2024-09-23,1219.42,Exponential smoothing,Говядина,вырезка,ПФО
43,2024-09-30,1216.07,Exponential smoothing,Говядина,вырезка,ПФО
44,2024-10-07,1214.02,Exponential smoothing,Говядина,вырезка,ПФО
45,2024-10-14,1212.96,Exponential smoothing,Говядина,вырезка,ПФО
46,2024-10-21,1216.3,Exponential smoothing,Говядина,вырезка,ПФО
47,2024-10-28,1222.97,Exponential smoothing,Говядина,вырезка,ПФО
48,2024-11-04,1233.85,Exponential smoothing,Говядина,вырезка,ПФО
49,2024-11-11,1234.21,Exponential smoothing,Говядина,вырезка,ПФО
50,2024-11-18,1240.22,Exponential smoothing,Говядина,вырезка,ПФО
51,2024-11-25,1236.78,Exponential smoothing,Говядина,вырезка,ПФО
52,2024-12-02,1230.18,Exponential smoothing,Говядина,вырезка,ПФО
53,2024-12-09,1226.68,Exponential smoothing,Говядина,вырезка,ПФО
54,2024-12-16,1228.3,Exponential smoothing,Говядина,вырезка,ПФО
55,2024-12-23,1233.76,Exponential smoothing,Говядина,вырезка,ПФО
56,2024-12-30,1241.0,Exponential smoothing,Говядина,вырезка,ПФО
57,2025-01-06,1249.58,Exponential smoothing,Говядина,вырезка,ПФО
58,2025-01-13,1256.08,Exponential smoothing,Говядина,вырезка,ПФО
59,2025-01-20,1261.03,Exponential smoothing,Говядина,вырезка,ПФО
60,2024-07-01,1591.77,Exponential smoothing,Говядина,вырезка,СЗФО
61,2024-07-08,1599.66,Exponential smoothing,Говядина,вырезка,СЗФО
62,2024-07-15,1591.32,Exponential smoothing,Говядина,вырезка,СЗФО
63,2024-07-22,1601.55,Exponential smoothing,Говядина,вырезка,СЗФО
64,2024-07-29,1625.01,Exponential smoothing,Говядина,вырезка,СЗФО
65,2024-08-05,1623.72,Exponential smoothing,Говядина,вырезка,СЗФО
66,2024-08-12,1610.38,Exponential smoothing,Говядина,вырезка,СЗФО
67,2024-08-19,1605.98,Exponential smoothing,Говядина,вырезка,СЗФО
68,2024-08-26,1607.97,Exponential smoothing,Говядина,вырезка,СЗФО
69,2024-09-02,1615.36,Exponential smoothing,Говядина,вырезка,СЗФО
70,2024-09-09,1627.38,Exponential smoothing,Говядина,вырезка,СЗФО
71,2024-09-16,1643.5,Exponential smoothing,Говядина,вырезка,СЗФО
72,2024-09-23,1661.0,Exponential smoothing,Говядина,вырезка,СЗФО
73,2024-09-30,1672.88,Exponential smoothing,Говядина,вырезка,СЗФО
74,2024-10-07,1680.98,Exponential smoothing,Говядина,вырезка,СЗФО
75,2024-10-14,1699.22,Exponential smoothing,Говядина,вырезка,СЗФО
76,2024-10-21,1725.13,Exponential smoothing,Говядина,вырезка,СЗФО
77,2024-10-28,1752.19,Exponential smoothing,Говядина,вырезка,СЗФО
78,2024-11-04,1780.27,Exponential smoothing,Говядина,вырезка,СЗФО
79,2024-11-11,1805.46,Exponential smoothing,Говядина,вырезка,СЗФО
80,2024-11-18,1828.44,Exponential smoothing,Говядина,вырезка,СЗФО
81,2024-11-25,1845.83,Exponential smoothing,Говядина,вырезка,СЗФО
82,2024-12-02,1859.04,Exponential smoothing,Говядина,вырезка,СЗФО
83,2024-12-09,1882.23,Exponential smoothing,Говядина,вырезка,СЗФО
84,2024-12-16,1904.53,Exponential smoothing,Говядина,вырезка,СЗФО
85,2024-12-23,1920.01,Exponential smoothing,Говядина,вырезка,СЗФО
86,2024-12-30,1930.46,Exponential smoothing,Говядина,вырезка,СЗФО
87,2025-01-06,1936.22,Exponential smoothing,Говядина,вырезка,СЗФО
88,2025-01-13,1938.17,Exponential smoothing,Говядина,вырезка,СЗФО
89,2025-01-20,1940.0,Exponential smoothing,Говядина,вырезка,СЗФО
90,2024-07-01,1032.13,Exponential smoothing,Говядина,вырезка,СФО
91,2024-07-08,1022.42,Exponential smoothing,Говядина,вырезка,СФО
92,2024-07-15,1006.49,Exponential smoothing,Говядина,вырезка,СФО
93,2024-07-22,993.56,Exponential smoothing,Говядина,вырезка,СФО
94,2024-07-29,982.62,Exponential smoothing,Говядина,вырезка,СФО
95,2024-08-05,964.11,Exponential smoothing,Говядина,вырезка,СФО
96,2024-08-12,942.59,Exponential smoothing,Говядина,вырезка,СФО
97,2024-08-19,927.04,Exponential smoothing,Говядина,вырезка,СФО
98,2024-08-26,915.19,Exponential smoothing,Говядина,вырезка,СФО
99,2024-09-02,908.06,Exponential smoothing,Говядина,вырезка,СФО
100,2024-09-09,904.44,Exponential smoothing,Говядина,вырезка,СФО
101,2024-09-16,903.97,Exponential smoothing,Говядина,вырезка,СФО
102,2024-09-23,878.31,Exponential smoothing,Говядина,вырезка,СФО
103,2024-09-30,866.18,Exponential smoothing,Говядина,вырезка,СФО
104,2024-10-07,864.2,Exponential smoothing,Говядина,вырезка,СФО
105,2024-10-14,865.5,Exponential smoothing,Говядина,вырезка,СФО
106,2024-10-21,869.46,Exponential smoothing,Говядина,вырезка,СФО
107,2024-10-28,871.54,Exponential smoothing,Говядина,вырезка,СФО
108,2024-11-04,872.4,Exponential smoothing,Говядина,вырезка,СФО
109,2024-11-11,873.25,Exponential smoothing,Говядина,вырезка,СФО
110,2024-11-18,874.2,Exponential smoothing,Говядина,вырезка,СФО
111,2024-11-25,874.34,Exponential smoothing,Говядина,вырезка,СФО
112,2024-12-02,874.06,Exponential smoothing,Говядина,вырезка,СФО
113,2024-12-09,870.89,Exponential smoothing,Говядина,вырезка,СФО
114,2024-12-16,849.66,Exponential smoothing,Говядина,вырезка,СФО
115,2024-12-23,835.14,Exponential smoothing,Говядина,вырезка,СФО
116,2024-12-30,825.93,Exponential smoothing,Говядина,вырезка,СФО
117,2025-01-06,820.93,Exponential smoothing,Говядина,вырезка,СФО
118,2025-01-13,819.26,Exponential smoothing,Говядина,вырезка,СФО
119,2025-01-20,819.87,Exponential smoothing,Говядина,вырезка,СФО
120,2024-07-01,1432.22,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
121,2024-07-08,1437.73,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
122,2024-07-15,1438.15,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
123,2024-07-22,1435.96,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
124,2024-07-29,1433.03,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
125,2024-08-05,1424.32,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
126,2024-08-12,1417.87,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
127,2024-08-19,1415.33,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
128,2024-08-26,1413.1,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
129,2024-09-02,1415.96,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
130,2024-09-09,1419.36,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
131,2024-09-16,1418.14,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
132,2024-09-23,1425.92,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
133,2024-09-30,1430.29,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
134,2024-10-07,1438.3,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
135,2024-10-14,1450.31,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
136,2024-10-21,1466.53,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
137,2024-10-28,1471.42,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
138,2024-11-04,1465.89,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
139,2024-11-11,1467.29,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
140,2024-11-18,1466.78,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
141,2024-11-25,1467.14,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
142,2024-12-02,1467.03,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
143,2024-12-09,1472.93,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
144,2024-12-16,1468.42,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
145,2024-12-23,1460.96,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
146,2024-12-30,1453.71,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
147,2025-01-06,1446.6,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
148,2025-01-13,1443.77,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
149,2025-01-20,1446.44,Exponential smoothing,Говядина,вырезка,Санкт-Петербург
150,2024-07-01,1380.13,Exponential smoothing,Говядина,вырезка,УФО
151,2024-07-08,1366.2,Exponential smoothing,Говядина,вырезка,УФО
152,2024-07-15,1367.17,Exponential smoothing,Говядина,вырезка,УФО
153,2024-07-22,1379.51,Exponential smoothing,Говядина,вырезка,УФО
154,2024-07-29,1376.94,Exponential smoothing,Говядина,вырезка,УФО
155,2024-08-05,1363.31,Exponential smoothing,Говядина,вырезка,УФО
156,2024-08-12,1350.34,Exponential smoothing,Говядина,вырезка,УФО
157,2024-08-19,1337.4,Exponential smoothing,Говядина,вырезка,УФО
158,2024-08-26,1329.21,Exponential smoothing,Говядина,вырезка,УФО
159,2024-09-02,1324.46,Exponential smoothing,Говядина,вырезка,УФО
160,2024-09-09,1319.73,Exponential smoothing,Говядина,вырезка,УФО
161,2024-09-16,1315.13,Exponential smoothing,Говядина,вырезка,УФО
162,2024-09-23,1308.49,Exponential smoothing,Говядина,вырезка,УФО
163,2024-09-30,1300.5,Exponential smoothing,Говядина,вырезка,УФО
164,2024-10-07,1299.0,Exponential smoothing,Говядина,вырезка,УФО
165,2024-10-14,1288.52,Exponential smoothing,Говядина,вырезка,УФО
166,2024-10-21,1288.8,Exponential smoothing,Говядина,вырезка,УФО
167,2024-10-28,1283.47,Exponential smoothing,Говядина,вырезка,УФО
168,2024-11-04,1274.81,Exponential smoothing,Говядина,вырезка,УФО
169,2024-11-11,1263.68,Exponential smoothing,Говядина,вырезка,УФО
170,2024-11-18,1259.33,Exponential smoothing,Говядина,вырезка,УФО
171,2024-11-25,1260.04,Exponential smoothing,Говядина,вырезка,УФО
172,2024-12-02,1260.98,Exponential smoothing,Говядина,вырезка,УФО
173,2024-12-09,1268.05,Exponential smoothing,Говядина,вырезка,УФО
174,2024-12-16,1270.55,Exponential smoothing,Говядина,вырезка,УФО
175,2024-12-23,1269.59,Exponential smoothing,Говядина,вырезка,УФО
176,2024-12-30,1276.09,Exponential smoothing,Говядина,вырезка,УФО
177,2025-01-06,1288.2,Exponential smoothing,Говядина,вырезка,УФО
178,2025-01-13,1308.88,Exponential smoothing,Говядина,вырезка,УФО
179,2025-01-20,1318.49,Exponential smoothing,Говядина,вырезка,УФО
180,2024-07-01,1414.31,Exponential smoothing,Говядина,вырезка,ЦФО
181,2024-07-08,1428.11,Exponential smoothing,Говядина,вырезка,ЦФО
182,2024-07-15,1435.09,Exponential smoothing,Говядина,вырезка,ЦФО
183,2024-07-22,1438.05,Exponential smoothing,Говядина,вырезка,ЦФО
184,2024-07-29,1437.8,Exponential smoothing,Говядина,вырезка,ЦФО
185,2024-08-05,1437.76,Exponential smoothing,Говядина,вырезка,ЦФО
186,2024-08-12,1437.71,Exponential smoothing,Говядина,вырезка,ЦФО
187,2024-08-19,1443.37,Exponential smoothing,Говядина,вырезка,ЦФО
188,2024-08-26,1452.51,Exponential smoothing,Говядина,вырезка,ЦФО
189,2024-09-02,1461.15,Exponential smoothing,Говядина,вырезка,ЦФО
190,2024-09-09,1469.6,Exponential smoothing,Говядина,вырезка,ЦФО
191,2024-09-16,1475.71,Exponential smoothing,Говядина,вырезка,ЦФО
192,2024-09-23,1485.3,Exponential smoothing,Говядина,вырезка,ЦФО
193,2024-09-30,1495.75,Exponential smoothing,Говядина,вырезка,ЦФО
194,2024-10-07,1506.8,Exponential smoothing,Говядина,вырезка,ЦФО
195,2024-10-14,1516.63,Exponential smoothing,Говядина,вырезка,ЦФО
196,2024-10-21,1525.45,Exponential smoothing,Говядина,вырезка,ЦФО
197,2024-10-28,1533.36,Exponential smoothing,Говядина,вырезка,ЦФО
198,2024-11-04,1540.54,Exponential smoothing,Говядина,вырезка,ЦФО
199,2024-11-11,1546.36,Exponential smoothing,Говядина,вырезка,ЦФО
200,2024-11-18,1551.06,Exponential smoothing,Говядина,вырезка,ЦФО
201,2024-11-25,1553.99,Exponential smoothing,Говядина,вырезка,ЦФО
202,2024-12-02,1555.52,Exponential smoothing,Говядина,вырезка,ЦФО
203,2024-12-09,1555.88,Exponential smoothing,Говядина,вырезка,ЦФО
204,2024-12-16,1554.55,Exponential smoothing,Говядина,вырезка,ЦФО
205,2024-12-23,1551.73,Exponential smoothing,Говядина,вырезка,ЦФО
206,2024-12-30,1547.79,Exponential smoothing,Говядина,вырезка,ЦФО
207,2025-01-06,1543.09,Exponential smoothing,Говядина,вырезка,ЦФО
208,2025-01-13,1537.78,Exponential smoothing,Говядина,вырезка,ЦФО
209,2025-01-20,1531.28,Exponential smoothing,Говядина,вырезка,ЦФО
210,2024-07-01,1205.79,NeuralProphet,Говядина,вырезка,ЮФО
211,2024-07-08,1076.15,NeuralProphet,Говядина,вырезка,ЮФО
212,2024-07-15,1353.37,NeuralProphet,Говядина,вырезка,ЮФО
213,2024-07-22,1257.72,NeuralProphet,Говядина,вырезка,ЮФО
214,2024-07-29,1175.89,NeuralProphet,Говядина,вырезка,ЮФО
215,2024-08-05,1027.53,NeuralProphet,Говядина,вырезка,ЮФО
216,2024-08-12,1198.15,NeuralProphet,Говядина,вырезка,ЮФО
217,2024-08-19,1177.71,NeuralProphet,Говядина,вырезка,ЮФО
218,2024-08-26,1229.87,NeuralProphet,Говядина,вырезка,ЮФО
219,2024-09-02,1136.26,NeuralProphet,Говядина,вырезка,ЮФО
220,2024-09-09,991.62,NeuralProphet,Говядина,вырезка,ЮФО
221,2024-09-16,1243.07,NeuralProphet,Говядина,вырезка,ЮФО
222,2024-09-23,1152.06,NeuralProphet,Говядина,вырезка,ЮФО
223,2024-09-30,1027.11,NeuralProphet,Говядина,вырезка,ЮФО
224,2024-10-07,1036.08,NeuralProphet,Говядина,вырезка,ЮФО
225,2024-10-14,1235.03,NeuralProphet,Говядина,вырезка,ЮФО
226,2024-10-21,1137.17,NeuralProphet,Говядина,вырезка,ЮФО
227,2024-10-28,1105.74,NeuralProphet,Говядина,вырезка,ЮФО
228,2024-11-04,1550.34,NeuralProphet,Говядина,вырезка,ЮФО
229,2024-11-11,1235.14,NeuralProphet,Говядина,вырезка,ЮФО
230,2024-11-18,1234.12,NeuralProphet,Говядина,вырезка,ЮФО
231,2024-11-25,1321.91,NeuralProphet,Говядина,вырезка,ЮФО
232,2024-12-02,1243.79,NeuralProphet,Говядина,вырезка,ЮФО
233,2024-12-09,1080.08,NeuralProphet,Говядина,вырезка,ЮФО
234,2024-12-16,1180.51,NeuralProphet,Говядина,вырезка,ЮФО
235,2024-12-23,1107.03,NeuralProphet,Говядина,вырезка,ЮФО
236,2024-12-30,969.08,NeuralProphet,Говядина,вырезка,ЮФО
237,2025-01-06,1084.4,NeuralProphet,Говядина,вырезка,ЮФО
238,2025-01-13,1104.64,NeuralProphet,Говядина,вырезка,ЮФО
239,2025-01-20,1021.05,NeuralProphet,Говядина,вырезка,ЮФО
3630,2024-07-01,461.54,Exponential smoothing,Говядина,грудинка,ВСЕ
3631,2024-07-08,457.13,Exponential smoothing,Говядина,грудинка,ВСЕ
3632,2024-07-15,450.95,Exponential smoothing,Говядина,грудинка,ВСЕ
3633,2024-07-22,451.75,Exponential smoothing,Говядина,грудинка,ВСЕ
3634,2024-07-29,453.12,Exponential smoothing,Говядина,грудинка,ВСЕ
3635,2024-08-05,453.89,Exponential smoothing,Говядина,грудинка,ВСЕ
3636,2024-08-12,453.24,Exponential smoothing,Говядина,грудинка,ВСЕ
3637,2024-08-19,452.56,Exponential smoothing,Говядина,грудинка,ВСЕ
3638,2024-08-26,447.08,Exponential smoothing,Говядина,грудинка,ВСЕ
3639,2024-09-02,444.69,Exponential smoothing,Говядина,грудинка,ВСЕ
3640,2024-09-09,443.07,Exponential smoothing,Говядина,грудинка,ВСЕ
3641,2024-09-16,441.38,Exponential smoothing,Говядина,грудинка,ВСЕ
3642,2024-09-23,444.68,Exponential smoothing,Говядина,грудинка,ВСЕ
3643,2024-09-30,446.33,Exponential smoothing,Говядина,грудинка,ВСЕ
3644,2024-10-07,443.46,Exponential smoothing,Говядина,грудинка,ВСЕ
3645,2024-10-14,449.53,Exponential smoothing,Говядина,грудинка,ВСЕ
3646,2024-10-21,449.85,Exponential smoothing,Говядина,грудинка,ВСЕ
3647,2024-10-28,454.6,Exponential smoothing,Говядина,грудинка,ВСЕ
3648,2024-11-04,455.49,Exponential smoothing,Говядина,грудинка,ВСЕ
3649,2024-11-11,458.0,Exponential smoothing,Говядина,грудинка,ВСЕ
3650,2024-11-18,455.25,Exponential smoothing,Говядина,грудинка,ВСЕ
3651,2024-11-25,452.65,Exponential smoothing,Говядина,грудинка,ВСЕ
3652,2024-12-02,447.35,Exponential smoothing,Говядина,грудинка,ВСЕ
3653,2024-12-09,445.68,Exponential smoothing,Говядина,грудинка,ВСЕ
3654,2024-12-16,445.21,Exponential smoothing,Говядина,грудинка,ВСЕ
3655,2024-12-23,447.82,Exponential smoothing,Говядина,грудинка,ВСЕ
3656,2024-12-30,446.99,Exponential smoothing,Говядина,грудинка,ВСЕ
3657,2025-01-06,443.6,Exponential smoothing,Говядина,грудинка,ВСЕ
3658,2025-01-13,447.17,Exponential smoothing,Говядина,грудинка,ВСЕ
3659,2025-01-20,451.25,Exponential smoothing,Говядина,грудинка,ВСЕ
240,2024-07-01,471.14,NeuralProphet,Говядина,грудинка,Москва
241,2024-07-08,419.39,NeuralProphet,Говядина,грудинка,Москва
242,2024-07-15,483.02,NeuralProphet,Говядина,грудинка,Москва
243,2024-07-22,471.87,NeuralProphet,Говядина,грудинка,Москва
244,2024-07-29,422.49,NeuralProphet,Говядина,грудинка,Москва
245,2024-08-05,397.69,NeuralProphet,Говядина,грудинка,Москва
246,2024-08-12,445.63,NeuralProphet,Говядина,грудинка,Москва
247,2024-08-19,450.09,NeuralProphet,Говядина,грудинка,Москва
248,2024-08-26,427.17,NeuralProphet,Говядина,грудинка,Москва
249,2024-09-02,402.27,NeuralProphet,Говядина,грудинка,Москва
250,2024-09-09,357.94,NeuralProphet,Говядина,грудинка,Москва
251,2024-09-16,432.36,NeuralProphet,Говядина,грудинка,Москва
252,2024-09-23,386.29,NeuralProphet,Говядина,грудинка,Москва
253,2024-09-30,363.96,NeuralProphet,Говядина,грудинка,Москва
254,2024-10-07,368.52,NeuralProphet,Говядина,грудинка,Москва
255,2024-10-14,403.24,NeuralProphet,Говядина,грудинка,Москва
256,2024-10-21,364.45,NeuralProphet,Говядина,грудинка,Москва
257,2024-10-28,348.14,NeuralProphet,Говядина,грудинка,Москва
258,2024-11-04,479.59,NeuralProphet,Говядина,грудинка,Москва
259,2024-11-11,394.8,NeuralProphet,Говядина,грудинка,Москва
260,2024-11-18,407.31,NeuralProphet,Говядина,грудинка,Москва
261,2024-11-25,409.92,NeuralProphet,Говядина,грудинка,Москва
262,2024-12-02,409.97,NeuralProphet,Говядина,грудинка,Москва
263,2024-12-09,369.13,NeuralProphet,Говядина,грудинка,Москва
264,2024-12-16,402.88,NeuralProphet,Говядина,грудинка,Москва
265,2024-12-23,384.85,NeuralProphet,Говядина,грудинка,Москва
266,2024-12-30,339.25,NeuralProphet,Говядина,грудинка,Москва
267,2025-01-06,403.64,NeuralProphet,Говядина,грудинка,Москва
268,2025-01-13,351.11,NeuralProphet,Говядина,грудинка,Москва
269,2025-01-20,342.28,NeuralProphet,Говядина,грудинка,Москва
270,2024-07-01,398.73,NeuralProphet,Говядина,грудинка,ПФО
271,2024-07-08,369.59,NeuralProphet,Говядина,грудинка,ПФО
272,2024-07-15,453.93,NeuralProphet,Говядина,грудинка,ПФО
273,2024-07-22,421.85,NeuralProphet,Говядина,грудинка,ПФО
274,2024-07-29,402.6,NeuralProphet,Говядина,грудинка,ПФО
275,2024-08-05,350.21,NeuralProphet,Говядина,грудинка,ПФО
276,2024-08-12,394.74,NeuralProphet,Говядина,грудинка,ПФО
277,2024-08-19,384.67,NeuralProphet,Говядина,грудинка,ПФО
278,2024-08-26,403.59,NeuralProphet,Говядина,грудинка,ПФО
279,2024-09-02,370.59,NeuralProphet,Говядина,грудинка,ПФО
280,2024-09-09,352.1,NeuralProphet,Говядина,грудинка,ПФО
281,2024-09-16,386.25,NeuralProphet,Говядина,грудинка,ПФО
282,2024-09-23,387.99,NeuralProphet,Говядина,грудинка,ПФО
283,2024-09-30,315.16,NeuralProphet,Говядина,грудинка,ПФО
284,2024-10-07,305.42,NeuralProphet,Говядина,грудинка,ПФО
285,2024-10-14,360.31,NeuralProphet,Говядина,грудинка,ПФО
286,2024-10-21,328.45,NeuralProphet,Говядина,грудинка,ПФО
287,2024-10-28,326.43,NeuralProphet,Говядина,грудинка,ПФО
288,2024-11-04,438.01,NeuralProphet,Говядина,грудинка,ПФО
289,2024-11-11,352.84,NeuralProphet,Говядина,грудинка,ПФО
290,2024-11-18,356.21,NeuralProphet,Говядина,грудинка,ПФО
291,2024-11-25,370.63,NeuralProphet,Говядина,грудинка,ПФО
292,2024-12-02,351.78,NeuralProphet,Говядина,грудинка,ПФО
293,2024-12-09,311.6,NeuralProphet,Говядина,грудинка,ПФО
294,2024-12-16,337.58,NeuralProphet,Говядина,грудинка,ПФО
295,2024-12-23,311.25,NeuralProphet,Говядина,грудинка,ПФО
296,2024-12-30,298.0,NeuralProphet,Говядина,грудинка,ПФО
297,2025-01-06,301.85,NeuralProphet,Говядина,грудинка,ПФО
298,2025-01-13,328.16,NeuralProphet,Говядина,грудинка,ПФО
299,2025-01-20,303.31,NeuralProphet,Говядина,грудинка,ПФО
300,2024-07-01,459.19,Exponential smoothing,Говядина,грудинка,СЗФО
301,2024-07-08,453.91,Exponential smoothing,Говядина,грудинка,СЗФО
302,2024-07-15,442.55,Exponential smoothing,Говядина,грудинка,СЗФО
303,2024-07-22,426.8,Exponential smoothing,Говядина,грудинка,СЗФО
